equip,mode,start,end,duration_min,n_points,peak_mae,peak_ratio,mean_mae,mean_ratio,dist_to_failure_days,category
B-3403C,mult,2023-06-06 20:25:00,2023-06-06 21:22:00,57.0,58,0.10279802,1.03,0.09158093195588235,0.918,97.15,far
B-3403C,mult,2023-06-07 00:36:00,2023-06-07 01:49:00,73.0,74,0.10741625,1.077,0.08609262408333333,0.863,96.97,far
B-3403C,mult,2023-06-08 07:35:00,2023-06-08 08:08:00,33.0,34,0.16651425,1.669,0.1245519772954545,1.249,95.68,far
B-3403C,mult,2023-07-06 17:24:00,2023-07-06 18:59:00,95.0,96,0.116692506,1.17,0.08302144517924528,0.832,67.28,far
B-3403C,mult,2023-07-07 13:11:00,2023-07-07 14:43:00,92.0,93,0.26354063,2.642,0.10413477955339803,1.044,66.45,far
B-3403C,mult,2023-07-07 14:53:00,2023-07-07 15:05:00,12.0,13,0.10795021,1.082,0.09254505334782608,0.928,66.38,far
B-3403C,mult,2023-07-07 15:08:00,2023-07-07 16:11:00,63.0,64,0.10427343,1.045,0.0646087262972973,0.648,66.37,far
B-3403C,mult,2023-07-12 18:51:00,2023-07-12 19:49:00,58.0,59,0.106795795,1.071,0.07092420165217392,0.711,61.21,far
B-3403C,mult,2023-07-13 00:50:00,2023-07-13 01:52:00,62.0,63,0.11516212,1.154,0.07904143300000001,0.792,60.97,far
B-3403C,mult,2023-07-13 18:48:00,2023-07-13 19:40:00,52.0,53,0.12358887,1.239,0.08264929871428574,0.828,60.22,far
B-3403C,mult,2023-07-16 00:51:00,2023-07-16 02:42:00,111.0,112,0.2718786,2.725,0.10977991911475408,1.1,57.96,far
B-3403C,mult,2023-07-16 23:22:00,2023-07-17 00:51:00,89.0,90,0.11075072,1.11,0.06381211478999999,0.64,57.03,far
B-3403C,mult,2023-07-19 11:46:00,2023-07-19 13:19:00,93.0,94,0.16178967,1.622,0.086940840625,0.872,54.51,far
B-3403C,mult,2023-07-24 11:59:00,2023-07-24 13:22:00,83.0,84,0.11966562,1.2,0.07011524757446809,0.703,49.5,far
B-3403C,mult,2023-08-02 02:03:00,2023-08-02 03:07:00,64.0,65,0.116823316,1.171,0.07057489346666666,0.707,40.91,far
B-3403C,mult,2023-08-04 06:27:00,2023-08-04 07:37:00,70.0,71,0.15668269,1.571,0.08110783938271604,0.813,38.73,far
B-3403C,mult,2023-08-08 19:19:00,2023-08-08 20:58:00,99.0,100,0.23218352,2.327,0.10779879379090909,1.081,34.2,far
B-3403C,mult,2023-08-10 10:38:00,2023-08-10 12:06:00,88.0,89,0.109114915,1.094,0.08976466063636362,0.9,32.56,far
B-3403C,mult,2023-08-10 18:17:00,2023-08-10 20:17:00,120.0,121,0.11759524,1.179,0.09627419541221374,0.965,32.24,far
B-3403C,mult,2023-08-10 21:54:00,2023-08-10 22:52:00,58.0,59,0.10521388,1.055,0.08878293334782607,0.89,32.09,far
B-3403C,mult,2023-08-13 03:43:00,2023-08-13 05:22:00,99.0,100,0.11002469,1.103,0.09415819805454548,0.944,29.85,far
B-3403C,mult,2023-08-13 10:41:00,2023-08-13 12:22:00,101.0,102,0.14793824,1.483,0.09732262629464286,0.976,29.55,far
B-3403C,mult,2023-08-18 04:26:00,2023-08-18 05:24:00,58.0,59,0.11524807,1.155,0.08348622801449276,0.837,24.82,far
B-3403C,mult,2023-08-23 09:46:00,2023-08-23 11:16:00,90.0,91,0.13079517,1.311,0.07559927143564357,0.758,19.59,far
B-3403C,mult,2023-08-29 22:21:00,2023-08-29 23:45:00,84.0,85,0.11678106,1.171,0.08488302264210527,0.851,13.07,far
B-3403C,mult,2023-09-02 09:11:00,2023-09-02 09:12:00,1.0,2,0.11652408,1.168,0.09527208608333333,0.955,9.62,near_10d
B-3403C,mult,2023-09-02 09:14:00,2023-09-02 10:42:00,88.0,89,0.11652408,1.168,0.0783998620909091,0.786,9.62,near_10d
B-3403C,mult,2023-09-04 17:02:00,2023-09-04 18:49:00,107.0,108,0.1278268,1.281,0.09333499912711862,0.936,7.29,near_10d
B-3403C,mult,2023-09-04 22:31:00,2023-09-04 23:51:00,80.0,81,0.10973988,1.1,0.08986680738461537,0.901,7.06,near_10d
B-3403C,mult,2023-09-05 03:06:00,2023-09-05 05:43:00,157.0,158,0.11066292,1.109,0.09810764674404762,0.983,6.87,near_10d
B-3403C,mult,2023-09-11 17:02:00,2023-09-11 18:52:00,110.0,111,0.122485854,1.228,0.09032070680165288,0.905,0.29,near_48h
B-3403C,mult,2023-09-12 18:40:00,2023-09-12 18:59:00,19.0,20,0.33282962,3.336,0.21228440766666667,2.128,0.78,near_48h
B-402E,mult,2017-07-04 14:40:00,2017-07-04 15:37:00,57.0,58,0.04115046,2.087,0.030594157617647062,1.551,847.85,far
B-402E,mult,2017-07-13 08:32:00,2017-07-13 11:57:00,205.0,206,0.046201047,2.343,0.02625725124537037,1.332,839.11,far
B-402E,mult,2017-07-13 15:01:00,2017-07-13 15:53:00,52.0,53,0.032855876,1.666,0.02562488453968254,1.299,838.84,far
B-402E,mult,2017-07-28 12:26:00,2017-07-28 14:50:00,144.0,145,0.04614907,2.34,0.024270165490322577,1.231,823.94,far
B-402E,mult,2017-07-28 18:52:00,2017-07-29 00:53:00,361.0,362,0.030354792,1.539,0.019390706356182796,0.983,823.68,far
B-402E,mult,2017-07-29 02:30:00,2017-07-29 05:57:00,207.0,208,0.024971109,1.266,0.01901761092660551,0.964,823.36,far
B-402E,mult,2017-07-29 06:11:00,2017-07-29 08:13:00,122.0,123,0.02378009,1.206,0.018063651853383458,0.916,823.2,far
B-402E,mult,2017-07-29 08:36:00,2017-07-29 10:51:00,135.0,136,0.025293011,1.283,0.01821378268150685,0.924,823.1,far
B-402E,mult,2017-07-29 13:02:00,2017-07-29 16:46:00,224.0,225,0.02446756,1.241,0.01868581295106383,0.948,822.92,far
B-402E,mult,2017-07-29 17:14:00,2017-07-29 21:51:00,277.0,278,0.023504615,1.192,0.018068240618055557,0.916,822.74,far
B-402E,mult,2017-07-29 22:28:00,2017-07-29 23:23:00,55.0,56,0.02227781,1.13,0.017371758159090908,0.881,822.53,far
B-402E,mult,2017-07-29 23:36:00,2017-07-29 23:37:00,1.0,2,0.023503667,1.192,0.018853560916666668,0.956,822.48,far
B-402E,mult,2017-07-29 23:46:00,2017-07-30 00:45:00,59.0,60,0.022154603,1.123,0.01814893435714286,0.92,822.47,far
B-402E,mult,2017-07-30 00:54:00,2017-07-30 03:34:00,160.0,161,0.02317861,1.175,0.018316977847953216,0.929,822.42,far
B-402E,mult,2017-07-30 03:44:00,2017-07-30 03:54:00,10.0,11,0.020216031,1.025,0.01731712733333333,0.878,822.31,far
B-402E,mult,2017-07-30 04:00:00,2017-07-30 06:00:00,120.0,121,0.023074184,1.17,0.01813654799236641,0.92,822.3,far
B-402E,mult,2017-07-30 06:02:00,2017-07-30 06:10:00,8.0,9,0.020842174,1.057,0.01780293947368421,0.903,822.21,far
B-402E,mult,2017-07-30 10:10:00,2017-07-30 13:34:00,204.0,205,0.027033549,1.371,0.019255380595348842,0.976,822.04,far
B-402E,mult,2017-07-30 13:45:00,2017-07-30 15:49:00,124.0,125,0.022645503,1.148,0.018304523403703702,0.928,821.89,far
B-402E,mult,2017-07-30 17:30:00,2017-07-30 20:32:00,182.0,183,0.022828836,1.158,0.01844528096373057,0.935,821.73,far
B-402E,mult,2017-07-30 20:57:00,2017-07-30 21:13:00,16.0,17,0.023258615,1.179,0.01899793985185185,0.963,821.59,far
B-402E,mult,2017-07-30 21:17:00,2017-07-30 23:40:00,143.0,144,0.023033692,1.168,0.01803184723701299,0.914,821.58,far
B-402E,mult,2017-07-31 00:53:00,2017-07-31 01:30:00,37.0,38,0.022167632,1.124,0.0169481685625,0.859,821.43,far
B-402E,mult,2017-07-31 02:35:00,2017-07-31 09:35:00,420.0,421,0.02273774,1.153,0.01821813697099768,0.924,821.35,far
B-402E,mult,2017-07-31 09:57:00,2017-07-31 09:58:00,1.0,2,0.023561167,1.195,0.01900207358333333,0.964,821.05,far
B-402E,mult,2017-07-31 10:34:00,2017-07-31 10:49:00,15.0,16,0.019731171,1.001,0.01669393623076923,0.847,821.02,far
B-402E,mult,2017-07-31 13:07:00,2017-07-31 14:16:00,69.0,70,0.022689529,1.151,0.01769254995,0.897,820.92,far
B-402E,mult,2017-07-31 20:46:00,2017-08-01 03:02:00,376.0,377,0.040179174,2.038,0.02119815984366925,1.075,820.6,far
B-402E,mult,2017-08-01 03:06:00,2017-08-01 05:12:00,126.0,127,0.028345313,1.437,0.019776985474452554,1.003,820.33,far
B-402E,mult,2017-08-06 14:48:00,2017-08-06 16:34:00,106.0,107,0.035172533,1.784,0.021032720606837606,1.067,814.85,far
B-402E,mult,2017-08-07 09:04:00,2017-08-07 11:11:00,127.0,128,0.038047943,1.929,0.021773602757246376,1.104,814.08,far
B-402E,mult,2017-08-07 11:39:00,2017-08-07 11:39:00,0.0,1,0.020226667,1.026,0.018807620272727272,0.954,813.98,far
B-402E,mult,2017-08-07 11:43:00,2017-08-07 20:28:00,525.0,526,0.026135154,1.325,0.019066493920708957,0.967,813.97,far
B-402E,mult,2017-08-07 20:59:00,2017-08-08 01:41:00,282.0,283,0.028052723,1.423,0.01890419070989761,0.959,813.59,far
B-402E,mult,2017-08-08 02:17:00,2017-08-08 11:13:00,536.0,537,0.029829247,1.513,0.019610628467093234,0.994,813.37,far
B-402E,mult,2017-08-08 12:13:00,2017-08-08 12:21:00,8.0,9,0.021447686,1.088,0.017121874552631578,0.868,812.95,far
B-402E,mult,2017-08-08 12:48:00,2017-08-08 17:23:00,275.0,276,0.027864134,1.413,0.019346608307692314,0.981,812.93,far
B-402E,mult,2017-08-08 21:28:00,2017-08-09 05:28:00,480.0,481,0.028757753,1.458,0.019204248297352344,0.974,812.57,far
B-402E,mult,2017-08-09 06:02:00,2017-08-09 07:00:00,58.0,59,0.023898654,1.212,0.019556455014492758,0.992,812.21,far
B-402E,mult,2017-08-09 19:16:00,2017-08-09 20:04:00,48.0,49,0.02492405,1.264,0.016317356898305085,0.827,811.66,far
B-402E,mult,2017-08-10 05:47:00,2017-08-10 06:27:00,40.0,41,0.022662839,1.149,0.017166836450980393,0.871,811.22,far
B-402E,mult,2017-08-10 07:32:00,2017-08-10 07:54:00,22.0,23,0.021509016,1.091,0.01687526421212121,0.856,811.15,far
B-402E,mult,2017-08-10 12:17:00,2017-08-10 13:24:00,67.0,68,0.023796372,1.207,0.016098628705128206,0.816,810.95,far
B-402E,mult,2017-08-11 03:20:00,2017-08-11 03:52:00,32.0,33,0.02076408,1.053,0.016107101744186045,0.817,810.32,far
B-402E,mult,2017-08-14 06:38:00,2017-08-14 08:33:00,115.0,116,0.040256206,2.041,0.021135232198412696,1.072,807.19,far
B-402E,mult,2017-08-14 10:53:00,2017-08-14 11:24:00,31.0,32,0.021528393,1.092,0.016257583761904764,0.824,807.01,far
B-402E,mult,2017-08-14 12:39:00,2017-08-14 13:38:00,59.0,60,0.023036337,1.168,0.01738323400714285,0.882,806.94,far
B-402E,mult,2017-08-14 23:36:00,2017-08-15 00:29:00,53.0,54,0.022308718,1.131,0.0167187530859375,0.848,806.48,far
B-402E,mult,2017-08-15 05:59:00,2017-08-15 06:52:00,53.0,54,0.021823533,1.107,0.01659639784375,0.842,806.21,far
B-402E,mult,2017-08-15 07:53:00,2017-08-15 08:44:00,51.0,52,0.021919765,1.112,0.016815690935483872,0.853,806.13,far
B-402E,mult,2017-08-15 14:18:00,2017-08-15 15:36:00,78.0,79,0.025994003,1.318,0.018937962292134833,0.96,805.87,far
B-402E,mult,2017-08-15 16:13:00,2017-08-15 16:16:00,3.0,4,0.02065692,1.048,0.01821848142857143,0.924,805.79,far
B-402E,mult,2017-08-15 16:19:00,2017-08-15 16:19:00,0.0,1,0.020830607,1.056,0.01859140390909091,0.943,805.78,far
B-402E,mult,2017-08-15 16:24:00,2017-08-15 16:25:00,1.0,2,0.020830607,1.056,0.01860692083333333,0.944,805.78,far
B-402E,mult,2017-08-15 16:27:00,2017-08-15 17:05:00,38.0,39,0.022693459,1.151,0.018326932020408162,0.929,805.78,far
B-402E,mult,2017-08-15 21:24:00,2017-08-15 22:34:00,70.0,71,0.022503143,1.141,0.018150075277777778,0.92,805.57,far
B-402E,mult,2017-08-15 23:01:00,2017-08-16 00:59:00,118.0,119,0.022753218,1.154,0.018000456023255812,0.913,805.5,far
B-402E,mult,2017-08-16 01:22:00,2017-08-16 05:35:00,253.0,254,0.025479171,1.292,0.018788678977272728,0.953,805.41,far
B-402E,mult,2017-08-16 05:45:00,2017-08-16 05:48:00,3.0,4,0.02142107,1.086,0.017498776642857143,0.887,805.22,far
B-402E,mult,2017-08-16 05:57:00,2017-08-16 06:17:00,20.0,21,0.019932954,1.011,0.01658730248387097,0.841,805.21,far
B-402E,mult,2017-08-16 07:37:00,2017-08-16 09:27:00,110.0,111,0.023796387,1.207,0.01873874232231405,0.95,805.15,far
B-402E,mult,2017-08-16 09:46:00,2017-08-16 11:30:00,104.0,105,0.023595456,1.197,0.017989299956521737,0.912,805.06,far
B-402E,mult,2017-08-16 11:58:00,2017-08-16 13:29:00,91.0,92,0.023734715,1.204,0.017821443362745097,0.904,804.96,far
B-402E,mult,2017-08-16 15:07:00,2017-08-16 15:14:00,7.0,8,0.02112659,1.071,0.018496221888888893,0.938,804.83,far
B-402E,mult,2017-08-16 15:18:00,2017-08-16 18:52:00,214.0,215,0.03051291,1.547,0.019002615555555553,0.964,804.83,far
B-402E,mult,2017-08-16 19:24:00,2017-08-16 22:20:00,176.0,177,0.031804815,1.613,0.020037557700534756,1.016,804.65,far
B-402E,mult,2017-08-28 02:43:00,2017-08-28 08:11:00,328.0,329,0.03518657,1.784,0.02036678247492625,1.033,793.35,far
B-402E,mult,2017-08-28 08:30:00,2017-08-28 17:03:00,513.0,514,0.03091977,1.568,0.01907908575,0.968,793.11,far
B-402E,mult,2017-08-28 17:46:00,2017-08-28 20:37:00,171.0,172,0.03521347,1.786,0.019876491021978023,1.008,792.72,far
B-402E,mult,2017-08-28 21:08:00,2017-08-28 23:03:00,115.0,116,0.024164205,1.225,0.018403054079365086,0.933,792.58,far
B-402E,mult,2017-08-28 23:52:00,2017-08-29 05:03:00,311.0,312,0.027514482,1.395,0.01915898530900621,0.972,792.47,far
B-402E,mult,2017-08-29 07:22:00,2017-08-29 11:17:00,235.0,236,0.02806904,1.423,0.019426410126016258,0.985,792.16,far
B-402E,mult,2017-08-29 21:06:00,2017-08-30 02:43:00,337.0,338,0.03299431,1.673,0.021013322896551723,1.066,791.58,far
B-402E,mult,2017-08-30 03:00:00,2017-08-30 06:50:00,230.0,231,0.023331355,1.183,0.01875767841493776,0.951,791.34,far
B-402E,mult,2017-08-30 06:55:00,2017-08-30 19:14:00,739.0,740,0.026565181,1.347,0.019192036526,0.973,791.17,far
B-402E,mult,2017-08-30 20:08:00,2017-08-30 21:35:00,87.0,88,0.0233681,1.185,0.018461385469387755,0.936,790.62,far
B-402E,mult,2017-08-31 00:38:00,2017-08-31 02:19:00,101.0,102,0.025215289,1.279,0.01851767452232143,0.939,790.44,far
B-402E,mult,2017-08-31 21:55:00,2017-09-01 00:37:00,162.0,163,0.029561516,1.499,0.01915655478034682,0.971,789.55,far
B-402E,mult,2017-09-01 01:57:00,2017-09-01 03:19:00,82.0,83,0.023781594,1.206,0.01754418651075269,0.89,789.38,far
B-402E,mult,2017-09-01 04:30:00,2017-09-01 04:57:00,27.0,28,0.020757172,1.053,0.016913601815789478,0.858,789.27,far
B-402E,mult,2017-09-01 11:12:00,2017-09-01 12:07:00,55.0,56,0.022042824,1.118,0.01751146216666667,0.888,789.0,far
B-402E,mult,2017-09-01 15:46:00,2017-09-01 16:35:00,49.0,50,0.021036774,1.067,0.017066027950000003,0.865,788.81,far
B-402E,mult,2017-09-09 11:36:00,2017-09-09 13:22:00,106.0,107,0.037993338,1.927,0.02137445194444445,1.084,780.98,far
B-402E,mult,2017-09-09 16:12:00,2017-09-09 17:34:00,82.0,83,0.021687442,1.1,0.01750618465591398,0.888,780.79,far
B-402E,mult,2017-09-09 19:15:00,2017-09-09 20:11:00,56.0,57,0.021804994,1.106,0.017767459216417907,0.901,780.66,far
B-402E,mult,2017-09-09 20:26:00,2017-09-09 20:57:00,31.0,32,0.020393552,1.034,0.017152648095238095,0.87,780.61,far
B-402E,mult,2017-09-09 22:13:00,2017-09-10 00:02:00,109.0,110,0.029580358,1.5,0.018559570412499997,0.941,780.54,far
B-402E,mult,2017-09-14 16:00:00,2017-09-14 17:46:00,106.0,107,0.034357954,1.742,0.01991091451282051,1.01,775.8,far
B-402E,mult,2017-09-15 04:01:00,2017-09-15 05:49:00,108.0,109,0.03229282,1.638,0.020996301281512603,1.065,775.3,far
B-402E,mult,2017-09-15 13:09:00,2017-09-15 15:18:00,129.0,130,0.023035359,1.168,0.017834514367857143,0.904,774.91,far
B-402E,mult,2017-09-15 15:40:00,2017-09-15 15:40:00,0.0,1,0.02003681,1.016,0.017801606545454547,0.903,774.81,far
B-402E,mult,2017-09-15 15:49:00,2017-09-15 15:49:00,0.0,1,0.020786919,1.054,0.017276035999999998,0.876,774.8,far
B-402E,mult,2017-09-15 15:59:00,2017-09-15 17:03:00,64.0,65,0.03133693,1.589,0.019224394973333333,0.975,774.8,far
B-402E,mult,2017-09-15 21:53:00,2017-09-15 23:23:00,90.0,91,0.02469448,1.252,0.018780179356435646,0.952,774.55,far
B-402E,mult,2017-09-16 08:48:00,2017-09-16 21:58:00,790.0,791,0.02720124,1.379,0.0197868557278402,1.003,774.1,far
B-402E,mult,2017-09-16 22:27:00,2017-09-17 00:57:00,150.0,151,0.030417927,1.543,0.020555260621118013,1.042,773.53,far
B-402E,mult,2017-09-17 01:36:00,2017-09-17 03:32:00,116.0,117,0.029776864,1.51,0.01996672202755905,1.013,773.4,far
B-402E,mult,2017-09-17 05:56:00,2017-09-17 06:00:00,4.0,5,0.022753421,1.154,0.01819355606666667,0.923,773.22,far
B-402E,mult,2017-09-17 06:07:00,2017-09-17 10:32:00,265.0,266,0.024324238,1.234,0.018946617846014494,0.961,773.21,far
B-402E,mult,2017-09-17 11:12:00,2017-09-17 14:36:00,204.0,205,0.029351182,1.488,0.020260944753488375,1.027,773.0,far
B-402E,mult,2017-09-17 17:54:00,2017-09-17 19:27:00,93.0,94,0.022344919,1.133,0.01738093553846154,0.881,772.72,far
B-402E,mult,2017-09-17 21:05:00,2017-09-17 22:05:00,60.0,61,0.02214716,1.123,0.01766654581690141,0.896,772.58,far
B-402E,mult,2017-09-18 08:58:00,2017-09-18 09:48:00,50.0,51,0.021188993,1.075,0.016785529860655738,0.851,772.09,far
B-402E,mult,2017-09-18 10:24:00,2017-09-18 12:55:00,151.0,152,0.03692566,1.873,0.02276141615432099,1.154,772.03,far
B-402E,mult,2017-09-18 13:56:00,2017-09-18 14:05:00,9.0,10,0.01994124,1.011,0.01827973785,0.927,771.88,far
B-402E,mult,2017-09-18 14:09:00,2017-09-18 15:14:00,65.0,66,0.026251432,1.331,0.018821196578947368,0.954,771.87,far
B-402E,mult,2017-09-18 15:27:00,2017-09-18 17:23:00,116.0,117,0.035471518,1.799,0.02296999855905512,1.165,771.82,far
B-402E,mult,2017-09-18 19:38:00,2017-09-18 20:46:00,68.0,69,0.026254395,1.331,0.020089072151898736,1.019,771.64,far
B-402E,mult,2017-11-01 15:37:00,2017-11-01 17:12:00,95.0,96,0.08489777,4.305,0.05185827336792452,2.63,727.81,far
B-402E,mult,2017-11-09 22:28:00,2017-11-10 00:02:00,94.0,95,0.030164693,1.53,0.011917730419999998,0.604,719.53,far
B-402E,mult,2017-11-11 00:40:00,2017-11-11 01:48:00,68.0,69,0.03139975,1.592,0.0125864780278481,0.638,718.43,far
B-402E,mult,2017-12-08 12:29:00,2017-12-08 14:07:00,98.0,99,0.03216895,1.631,0.014635947106422019,0.742,690.94,far
B-402E,mult,2017-12-12 20:20:00,2017-12-12 20:21:00,1.0,2,0.02653064,1.345,0.012972573575000002,0.658,686.62,far
B-402E,mult,2017-12-26 09:47:00,2017-12-26 11:31:00,104.0,105,0.027553152,1.397,0.015232195962608696,0.772,673.05,far
B-402E,mult,2018-01-01 20:25:00,2018-01-01 21:59:00,94.0,95,0.029206213,1.481,0.01194152483904762,0.606,666.61,far
B-402E,mult,2018-01-04 07:41:00,2018-01-04 09:01:00,80.0,81,0.030036317,1.523,0.010983525041758242,0.557,664.14,far
B-402E,mult,2018-01-10 17:07:00,2018-01-10 18:49:00,102.0,103,0.028592832,1.45,0.015218588609734513,0.772,657.75,far
B-402E,mult,2018-01-11 17:24:00,2018-01-11 18:30:00,66.0,67,0.02890567,1.466,0.013914449593506493,0.706,656.74,far
B-402E,mult,2018-01-19 22:07:00,2018-01-19 23:00:00,53.0,54,0.02441177,1.238,0.0152012938046875,0.771,648.54,far
B-402E,mult,2018-01-21 14:22:00,2018-01-21 14:25:00,3.0,4,0.025955189,1.316,0.01212437642857143,0.615,646.86,far
B-402E,mult,2018-01-21 22:56:00,2018-01-21 23:52:00,56.0,57,0.027057473,1.372,0.01031759913880597,0.523,646.51,far
B-402E,mult,2018-01-29 10:29:00,2018-01-29 12:03:00,94.0,95,0.04712412,2.39,0.018013916085714284,0.914,639.03,far
B-402E,mult,2018-02-12 05:15:00,2018-02-12 06:05:00,50.0,51,0.02930539,1.486,0.02208352768852459,1.12,625.24,far
B-402E,mult,2018-02-18 00:10:00,2018-02-18 01:06:00,56.0,57,0.024488548,1.242,0.012391585641791046,0.628,619.46,far
B-402E,mult,2018-02-22 22:02:00,2018-02-22 23:02:00,60.0,61,0.025874909,1.312,0.014938662192957747,0.758,614.54,far
B-402E,mult,2018-03-08 21:12:00,2018-03-08 22:46:00,94.0,95,0.07297154,3.7,0.025235362029523808,1.28,600.58,far
B-402E,mult,2018-03-09 17:27:00,2018-03-09 18:26:00,59.0,60,0.02737592,1.388,0.011802056805714283,0.598,599.74,far
B-402E,mult,2018-03-13 08:40:00,2018-03-13 10:15:00,95.0,96,0.044037342,2.233,0.015179465536792454,0.77,596.1,far
B-402E,mult,2018-03-14 20:19:00,2018-03-14 21:57:00,98.0,99,0.06614538,3.354,0.022096280167889903,1.121,594.62,far
B-402E,mult,2018-03-19 14:53:00,2018-03-19 15:14:00,21.0,22,0.02402964,1.219,0.01217656440625,0.617,589.84,far
B-402E,mult,2018-04-10 10:42:00,2018-04-10 12:14:00,92.0,93,0.030165393,1.53,0.013394582540776698,0.679,568.02,far
B-402E,mult,2018-04-11 17:47:00,2018-04-11 19:11:00,84.0,85,0.040482514,2.053,0.017054628457894738,0.865,566.72,far
B-402E,mult,2018-04-13 17:56:00,2018-04-13 19:37:00,101.0,102,0.034138463,1.731,0.015770753013392858,0.8,564.72,far
B-402E,mult,2018-04-19 07:27:00,2018-04-19 08:22:00,55.0,56,0.023082823,1.171,0.008491388933333333,0.431,559.15,far
B-402E,mult,2018-04-29 15:12:00,2018-04-29 17:01:00,109.0,110,0.031570315,1.601,0.013119998135,0.665,548.83,far
B-402E,mult,2018-05-02 18:18:00,2018-05-02 19:48:00,90.0,91,0.04095153,2.077,0.014305841949504948,0.725,545.7,far
B-402E,mult,2018-05-07 17:55:00,2018-05-07 19:38:00,103.0,104,0.04015215,2.036,0.019051557072807018,0.966,540.72,far
B-402E,mult,2018-05-10 22:09:00,2018-05-10 23:39:00,90.0,91,0.029513614,1.497,0.012404910330693072,0.629,537.54,far
B-402E,mult,2018-05-21 11:21:00,2018-05-21 12:22:00,61.0,62,0.029575037,1.5,0.014389442326388887,0.73,526.99,far
B-402E,mult,2018-05-22 09:43:00,2018-05-22 09:58:00,15.0,16,0.020570828,1.043,0.010127916769230768,0.514,526.06,far
B-402E,mult,2018-05-26 21:22:00,2018-05-26 21:23:00,1.0,2,0.023388049,1.186,0.009997409766666668,0.507,521.57,far
B-402E,mult,2018-05-29 08:57:00,2018-05-29 10:36:00,99.0,100,0.0305511,1.549,0.015361777188181823,0.779,519.09,far
B-402E,mult,2018-05-31 02:34:00,2018-05-31 03:59:00,85.0,86,0.04150084,2.105,0.012426792346875,0.63,517.36,far
B-402E,mult,2018-06-01 03:11:00,2018-06-01 04:28:00,77.0,78,0.031446423,1.595,0.01261495718522727,0.64,516.33,far
B-402E,mult,2018-06-15 18:45:00,2018-06-15 19:48:00,63.0,64,0.040427867,2.05,0.02700436988513514,1.369,501.68,far
B-402E,mult,2018-07-20 21:59:00,2018-07-20 23:08:00,69.0,70,0.028954811,1.468,0.010425351769999999,0.529,466.55,far
B-402E,mult,2018-07-31 12:03:00,2018-07-31 13:13:00,70.0,71,0.037088502,1.881,0.015175826779012346,0.77,455.96,far
B-402E,mult,2018-08-09 07:07:00,2018-08-09 07:34:00,27.0,28,0.022032809,1.117,0.010702437768421053,0.543,447.17,far
B-402E,mult,2018-08-09 13:43:00,2018-08-09 14:40:00,57.0,58,0.028949501,1.468,0.009742960572058824,0.494,446.89,far
B-402E,mult,2018-08-19 10:39:00,2018-08-19 12:10:00,91.0,92,0.02246049,1.139,0.013982339285294116,0.709,437.02,far
B-402E,mult,2018-08-22 15:27:00,2018-08-22 16:38:00,71.0,72,0.023938967,1.214,0.016454714987804875,0.834,433.82,far
B-402E,mult,2018-09-18 16:05:00,2018-09-18 17:51:00,106.0,107,0.05109153,2.591,0.011101920905982906,0.563,406.79,far
B-402E,mult,2018-09-27 00:06:00,2018-09-27 01:05:00,59.0,60,0.05092781,2.583,0.016971583368571425,0.861,398.46,far
B-402E,mult,2018-09-28 21:51:00,2018-09-28 21:53:00,2.0,3,0.019960431,1.012,0.009791071476923078,0.497,396.55,far
B-402E,mult,2018-11-02 09:36:00,2018-11-02 11:03:00,87.0,88,0.025795251,1.308,0.01365985443367347,0.693,362.06,far
B-402E,mult,2018-11-11 21:36:00,2018-11-11 22:12:00,36.0,37,0.02483791,1.26,0.010215983800000002,0.518,352.56,far
B-402E,mult,2018-11-19 22:16:00,2018-11-19 23:16:00,60.0,61,0.0281199,1.426,0.011574476673239437,0.587,344.53,far
B-402E,mult,2018-11-25 02:01:00,2018-11-25 03:44:00,103.0,104,0.037192892,1.886,0.015423976365789474,0.782,339.38,far
B-402E,mult,2018-12-06 13:38:00,2018-12-06 15:26:00,108.0,109,0.07264422,3.684,0.020109204481512606,1.02,327.89,far
B-402E,mult,2018-12-09 19:26:00,2018-12-09 19:28:00,2.0,3,0.020736841,1.052,0.009310820861538461,0.472,324.65,far
B-402E,mult,2018-12-17 05:30:00,2018-12-17 07:01:00,91.0,92,0.024718966,1.254,0.01189530341666667,0.603,317.23,far
B-402E,mult,2018-12-18 00:05:00,2018-12-18 01:48:00,103.0,104,0.035028752,1.776,0.012490534814912281,0.633,316.46,far
B-402E,mult,2019-01-04 14:01:00,2019-01-04 15:26:00,85.0,86,0.026145564,1.326,0.011258926202083333,0.571,298.88,far
B-402E,mult,2019-01-17 18:49:00,2019-01-17 20:33:00,104.0,105,0.03065147,1.554,0.01261084391043478,0.64,285.68,far
B-402E,mult,2019-01-18 16:50:00,2019-01-18 17:55:00,65.0,66,0.043920357,2.227,0.013925614699999998,0.706,284.76,far
B-402E,mult,2019-02-05 17:42:00,2019-02-05 19:17:00,95.0,96,0.028264176,1.433,0.011630329989622643,0.59,266.73,far
B-402E,mult,2019-02-09 22:15:00,2019-02-09 23:54:00,99.0,100,0.041988585,2.129,0.01270946125,0.645,262.54,far
B-402E,mult,2019-02-26 15:39:00,2019-02-26 17:09:00,90.0,91,0.032602537,1.653,0.012435413355445544,0.631,245.81,far
B-402E,mult,2019-03-03 13:54:00,2019-03-03 15:28:00,94.0,95,0.039594825,2.008,0.01467411849047619,0.744,240.88,far
