equip,mode,start,end,duration_min,n_points,peak_mae,peak_ratio,mean_mae,mean_ratio,dist_to_failure_days,category
B-6511502A,uni,2022-08-26 04:45:00,2022-08-26 09:20:00,275.0,56,0.021650119,2.528,0.0025974077793103445,0.303,261.8,far
B-6511502A,uni,2022-09-08 13:40:00,2022-09-08 21:30:00,470.0,95,0.015797665,1.845,0.005645653032371135,0.659,248.43,far
B-6511502A,uni,2022-11-06 20:50:00,2022-11-07 02:40:00,350.0,71,0.01761026,2.056,0.005695436628767123,0.665,189.13,far
B-6511502A,uni,2022-11-22 10:30:00,2022-11-23 02:30:00,960.0,193,0.016454075,1.921,0.011545524985128204,1.348,173.56,far
B-6511502A,uni,2022-11-25 01:35:00,2022-11-25 07:20:00,345.0,70,0.01063646,1.242,0.0037719864694444444,0.44,170.93,far
B-6511502A,uni,2023-02-02 12:45:00,2023-02-02 13:10:00,25.0,6,0.0129051395,1.507,0.007500003887499999,0.876,101.47,far
B-6511502A,uni,2023-02-02 13:25:00,2023-02-02 17:15:00,230.0,47,0.0064305863,0.751,0.0019509916408163262,0.228,101.44,far
B-6511502A,uni,2023-02-25 19:05:00,2023-02-25 22:05:00,180.0,37,0.017569635,2.052,0.011503891038461538,1.343,78.2,far
B-6511502A,uni,2023-02-25 22:15:00,2023-02-26 02:45:00,270.0,55,0.013831445,1.615,0.0025983133385964912,0.303,78.07,far
B-6511502A,uni,2023-03-09 13:10:00,2023-03-09 13:10:00,0.0,1,0.009645377,1.126,0.009157905166666666,1.069,66.45,far
B-6511502A,uni,2023-03-09 13:30:00,2023-03-09 13:40:00,10.0,3,0.013624679,1.591,0.0125393161,1.464,66.44,far
B-6511502A,uni,2023-03-09 13:50:00,2023-03-09 20:05:00,375.0,76,0.013624679,1.591,0.004734902553846155,0.553,66.42,far
B-6511502A,uni,2023-03-10 08:10:00,2023-03-10 11:55:00,225.0,46,0.010918181,1.275,0.002524044170833333,0.295,65.66,far
B-6511502A,uni,2023-03-10 12:05:00,2023-03-10 12:55:00,50.0,11,0.0022205233,0.259,0.0015469913384615385,0.181,65.5,far
B-6511502A,uni,2023-03-23 16:30:00,2023-03-23 22:50:00,380.0,77,0.011047176,1.29,0.0050194696,0.586,52.31,far
B-6511502A,uni,2023-04-13 14:10:00,2023-04-13 14:40:00,30.0,7,0.013264195,1.549,0.012691573444444444,1.482,31.41,far
B-6511502A,uni,2023-05-13 03:50:00,2023-05-13 04:45:00,55.0,12,0.023917835,2.793,0.01979737828571429,2.312,1.84,near_48h
B-6511502A,uni,2023-05-13 05:00:00,2023-05-13 06:45:00,105.0,22,0.021443458,2.504,0.019118459208333334,2.232,1.79,near_48h
B-6511502A,uni,2023-05-13 06:55:00,2023-05-13 13:05:00,370.0,75,0.01866771,2.18,0.007183038902597401,0.839,1.71,near_48h
B-8801C,uni,2022-06-10 09:59:00,2022-06-10 11:50:00,111.0,112,0.004833325,2.188,0.0013713512013114751,0.621,755.58,far
B-8801C,uni,2024-03-17 05:10:00,2024-03-17 07:01:00,111.0,112,0.011031985,4.993,0.002389965645491803,1.082,109.78,far
B-8801C,uni,2024-05-12 15:14:00,2024-05-12 15:22:00,8.0,9,0.0028428913,1.287,0.0012934358484210525,0.585,53.37,far
B-8802B,uni,2022-05-15 05:04:00,2022-05-15 07:29:00,145.0,146,0.023003498,2.047,0.007123192744871794,0.634,52.21,far
B-8802B,uni,2022-05-15 17:20:00,2022-05-15 22:59:00,339.0,340,0.026529642,2.361,0.01604981652085714,1.428,51.69,far
B-8802B,uni,2022-05-15 23:21:00,2022-05-16 09:47:00,626.0,627,0.014859888,1.322,0.010655830369701727,0.948,51.44,far
B-8802B,uni,2022-05-16 11:29:00,2022-05-16 13:17:00,108.0,109,0.02395906,2.132,0.007826410787731095,0.696,50.94,far
B-8802B,uni,2022-05-18 12:54:00,2022-05-18 14:43:00,109.0,110,0.03716002,3.307,0.0065518810841666665,0.583,48.88,far
B-8802B,uni,2022-05-19 11:33:00,2022-05-19 12:31:00,58.0,59,0.025732517,2.29,0.004852347082608693,0.432,47.94,far
B-8802B,uni,2022-05-19 16:05:00,2022-05-19 17:04:00,59.0,60,0.019648869,1.748,0.006340716794285714,0.564,47.75,far
B-8802B,uni,2022-05-19 17:18:00,2022-05-19 19:10:00,112.0,113,0.02884629,2.567,0.007106670408130082,0.632,47.7,far
B-8802B,uni,2022-05-23 01:18:00,2022-05-23 02:16:00,58.0,59,0.026012147,2.315,0.002081154094202899,0.185,44.36,far
B-8802B,uni,2022-05-29 20:10:00,2022-05-29 21:07:00,57.0,58,0.012637974,1.125,0.008238326155882353,0.733,37.58,far
B-8802B,uni,2022-05-30 14:34:00,2022-05-30 16:29:00,115.0,116,0.021770248,1.937,0.007855234769841268,0.699,36.81,far
B-8802B,uni,2022-06-01 17:17:00,2022-06-01 19:10:00,113.0,114,0.03589714,3.194,0.011792579930645163,1.049,34.7,far
B-8802B,uni,2022-06-01 19:45:00,2022-06-01 20:55:00,70.0,71,0.0153636355,1.367,0.0079435959345679,0.707,34.59,far
B-8802B,uni,2022-06-06 16:35:00,2022-06-06 17:13:00,38.0,39,0.011245029,1.001,0.0049818603448979586,0.443,29.73,far
B-8802B,uni,2022-06-08 11:12:00,2022-06-08 13:25:00,133.0,134,0.030435625,2.708,0.008601312252777778,0.765,27.95,far
B-8802B,uni,2022-06-10 23:50:00,2022-06-11 00:48:00,58.0,59,0.018348996,1.633,0.007967206169565215,0.709,25.42,far
B-8802B,uni,2022-06-15 17:20:00,2022-06-15 17:21:00,1.0,2,0.012816938,1.14,0.007918056558333334,0.705,20.69,far
B-8802B,uni,2022-06-16 19:45:00,2022-06-16 21:37:00,112.0,113,0.055509083,4.939,0.018256906087804878,1.625,19.59,far
B-8802B,uni,2022-06-19 21:57:00,2022-06-19 23:25:00,88.0,89,0.023824839,2.12,0.006710374471717172,0.597,16.5,far
B-8802B,uni,2022-06-27 15:21:00,2022-06-27 16:57:00,96.0,97,0.022489645,2.001,0.00854651803364486,0.76,8.78,near_10d
B-8802B,uni,2022-07-04 05:59:00,2022-07-04 07:50:00,111.0,112,0.029182594,2.597,0.01107220687704918,0.985,2.17,near_10d
B-8802B,uni,2022-07-05 20:54:00,2022-07-06 00:09:00,195.0,196,0.011817431,1.052,0.010699996980582525,0.952,0.55,near_48h
B-8802B,uni,2022-07-06 00:24:00,2022-07-06 00:53:00,29.0,30,0.011471105,1.021,0.0107463272,0.956,0.4,near_48h
B-8802B,uni,2022-07-06 00:56:00,2022-07-06 12:12:00,676.0,677,0.061864797,5.505,0.013654473833857352,1.215,0.0,near_48h
B-8802B,uni,2022-07-07 16:47:00,2022-07-07 17:06:00,19.0,20,0.012144433,1.081,0.006835025663333333,0.608,1.28,near_48h
B-8802B,uni,2022-07-13 14:55:00,2022-07-13 15:53:00,58.0,59,0.013270377,1.181,0.009014506132173913,0.802,7.2,near_10d
B-8802B,uni,2022-07-13 18:56:00,2022-07-13 19:57:00,61.0,62,0.022507196,2.003,0.0054088721999999995,0.481,7.37,near_10d
B-8802B,uni,2022-07-18 15:22:00,2022-07-18 15:23:00,1.0,2,0.013880292,1.235,0.005637295024999999,0.502,12.22,far
B-90001A,uni,2020-12-16 18:02:00,2020-12-16 18:20:00,18.0,19,0.007074855,1.404,0.003918300624137932,0.778,254.25,far
B-90001A,uni,2020-12-16 18:22:00,2020-12-16 18:22:00,0.0,1,0.0031909773,0.633,0.0030910995727272727,0.614,254.23,far
B-90001A,uni,2020-12-16 18:26:00,2020-12-16 18:59:00,33.0,34,0.008996607,1.786,0.002917214056136364,0.579,254.23,far
B-90001A,uni,2020-12-17 08:31:00,2020-12-17 08:37:00,6.0,7,0.0112999715,2.243,0.005846114905882353,1.16,253.65,far
B-90001A,uni,2020-12-17 08:39:00,2020-12-17 08:39:00,0.0,1,0.006958475,1.381,0.00551996829090909,1.096,253.64,far
B-90001A,uni,2020-12-17 08:42:00,2020-12-17 08:43:00,1.0,2,0.0075931293,1.507,0.006015969683333334,1.194,253.64,far
B-90001A,uni,2020-12-17 08:45:00,2020-12-17 10:16:00,91.0,92,0.0078094453,1.55,0.003007808823921569,0.597,253.64,far
B-90001A,uni,2020-12-17 12:36:00,2020-12-17 12:54:00,18.0,19,0.009216794,1.829,0.005544715544827586,1.101,253.47,far
B-90001A,uni,2020-12-17 12:57:00,2020-12-17 13:04:00,7.0,8,0.007925061,1.573,0.005699864533333333,1.131,253.46,far
B-90001A,uni,2020-12-17 13:06:00,2020-12-17 14:28:00,82.0,83,0.014850789,2.948,0.0032526503969892463,0.646,253.45,far
B-90001A,uni,2020-12-18 02:00:00,2020-12-18 03:24:00,84.0,85,0.0067240507,1.335,0.00362553415631579,0.72,252.92,far
B-90001A,uni,2020-12-18 03:26:00,2020-12-18 03:27:00,1.0,2,0.010337876,2.052,0.0032885268575,0.653,252.86,far
B-90001A,uni,2020-12-18 03:29:00,2020-12-18 03:29:00,0.0,1,0.013220579,2.624,0.005641162554545455,1.12,252.85,far
B-90001A,uni,2020-12-18 04:22:00,2020-12-18 05:22:00,60.0,61,0.009424154,1.871,0.0018530129830985908,0.368,252.82,far
B-90001A,uni,2020-12-19 12:25:00,2020-12-19 13:24:00,59.0,60,0.008406719,1.669,0.002222553625714286,0.441,251.48,far
B-90001A,uni,2020-12-19 15:33:00,2020-12-19 15:37:00,4.0,5,0.0068814764,1.366,0.0023824367653333327,0.473,251.35,far
B-90001A,uni,2020-12-29 11:23:00,2020-12-29 11:23:00,0.0,1,0.011883104,2.359,0.007647820854545454,1.518,241.53,far
B-90001A,uni,2020-12-29 11:25:00,2020-12-29 13:06:00,101.0,102,0.009534194,1.892,0.0026727966719642857,0.531,241.52,far
B-90001A,uni,2020-12-31 02:12:00,2020-12-31 02:13:00,1.0,2,0.0069582877,1.381,0.005222844533333333,1.037,239.91,far
B-90001A,uni,2020-12-31 02:15:00,2020-12-31 03:09:00,54.0,55,0.0069582877,1.381,0.002273781183692308,0.451,239.91,far
B-90001A,uni,2020-12-31 14:08:00,2020-12-31 14:55:00,47.0,48,0.010729354,2.13,0.004766658844827587,0.946,239.41,far
B-90001A,uni,2020-12-31 14:57:00,2020-12-31 16:02:00,65.0,66,0.010729354,2.13,0.003596828819210527,0.714,239.38,far
B-90001A,uni,2020-12-31 16:04:00,2020-12-31 16:50:00,46.0,47,0.002924762,0.581,0.0008121352708771929,0.161,239.33,far
B-90001A,uni,2020-12-31 18:21:00,2020-12-31 18:30:00,9.0,10,0.008158024,1.619,0.004803674345,0.953,239.24,far
B-90001A,uni,2020-12-31 18:32:00,2020-12-31 20:26:00,114.0,115,0.012009682,2.384,0.0032105024234400006,0.637,239.23,far
B-90001A,uni,2021-01-02 13:25:00,2021-01-02 13:57:00,32.0,33,0.0071754633,1.424,0.0021182801276744185,0.42,237.44,far
B-90001A,uni,2021-01-02 13:59:00,2021-01-02 13:59:00,0.0,1,0.0044038086,0.874,0.0020098871045454545,0.399,237.42,far
B-90001A,uni,2021-01-02 14:01:00,2021-01-02 14:01:00,0.0,1,0.0044038086,0.874,0.0024396207045454545,0.484,237.42,far
B-90001A,uni,2021-01-02 14:03:00,2021-01-02 14:23:00,20.0,21,0.0047860495,0.95,0.00283567659516129,0.563,237.41,far
B-90001A,uni,2021-01-05 11:54:00,2021-01-05 12:55:00,61.0,62,0.0063050482,1.252,0.0016634523595833335,0.33,234.5,far
B-90001A,uni,2021-01-06 11:06:00,2021-01-06 11:13:00,7.0,8,0.011373131,2.257,0.003080373626111111,0.611,233.54,far
B-90001A,uni,2021-01-06 22:09:00,2021-01-06 22:34:00,25.0,26,0.010250014,2.035,0.0041420365583333335,0.822,233.08,far
B-90001A,uni,2021-01-06 22:36:00,2021-01-06 22:38:00,2.0,3,0.0069278786,1.375,0.004531896876923077,0.9,233.06,far
B-90001A,uni,2021-01-06 22:40:00,2021-01-06 22:41:00,1.0,2,0.0073039597,1.45,0.005302303049999999,1.052,233.06,far
B-90001A,uni,2021-01-06 22:43:00,2021-01-06 22:43:00,0.0,1,0.0073039597,1.45,0.006064232027272728,1.204,233.05,far
B-90001A,uni,2021-01-06 22:45:00,2021-01-07 00:01:00,76.0,77,0.008753058,1.737,0.00337085530908046,0.669,233.05,far
B-90001A,uni,2021-01-07 10:36:00,2021-01-07 10:37:00,1.0,2,0.0066258665,1.315,0.003945439066666666,0.783,232.56,far
B-90001A,uni,2021-01-07 10:39:00,2021-01-07 10:45:00,6.0,7,0.0053250664,1.057,0.0026699672529411763,0.53,232.56,far
B-90001A,uni,2021-01-07 10:47:00,2021-01-07 11:29:00,42.0,43,0.0041123955,0.816,0.0018663904118867928,0.37,232.55,far
B-90001A,uni,2021-01-07 12:03:00,2021-01-07 13:52:00,109.0,110,0.013152983,2.611,0.0033223202396666664,0.659,232.5,far
B-90001A,uni,2021-01-08 15:59:00,2021-01-08 16:58:00,59.0,60,0.006566344,1.303,0.0027831219912857145,0.552,231.33,far
B-90001A,uni,2021-01-09 12:52:00,2021-01-09 13:17:00,25.0,26,0.013565167,2.693,0.004561577219444443,0.905,230.46,far
B-90001A,uni,2021-01-09 13:21:00,2021-01-09 13:21:00,0.0,1,0.013565167,2.693,0.008228077754545456,1.633,230.44,far
B-90001A,uni,2021-01-09 13:23:00,2021-01-09 15:15:00,112.0,113,0.013565167,2.693,0.003924413944715447,0.779,230.44,far
B-90001A,uni,2021-01-09 16:49:00,2021-01-09 17:03:00,14.0,15,0.009912985,1.968,0.006151146368,1.221,230.3,far
B-90001A,uni,2021-01-09 17:05:00,2021-01-09 17:05:00,0.0,1,0.008780253,1.743,0.006183974609090909,1.227,230.29,far
B-90001A,uni,2021-01-09 17:07:00,2021-01-09 17:10:00,3.0,4,0.008780253,1.743,0.0066513123857142855,1.32,230.29,far
B-90001A,uni,2021-01-09 17:12:00,2021-01-09 18:33:00,81.0,82,0.010713837,2.127,0.0035484202386956527,0.704,230.28,far
B-90001A,uni,2021-01-09 18:35:00,2021-01-09 18:38:00,3.0,4,0.0006913692,0.137,0.0005398377049999999,0.107,230.23,far
B-90001A,uni,2021-01-10 21:22:00,2021-01-10 22:58:00,96.0,97,0.011155016,2.214,0.0027696620958878515,0.55,229.11,far
B-90001A,uni,2021-01-11 19:42:00,2021-01-11 19:42:00,0.0,1,0.007446672,1.478,0.005482019172727273,1.088,228.18,far
B-90001A,uni,2021-01-11 19:44:00,2021-01-11 19:46:00,2.0,3,0.007446672,1.478,0.00551264266923077,1.094,228.18,far
B-90001A,uni,2021-01-11 19:49:00,2021-01-11 19:50:00,1.0,2,0.0064002625,1.27,0.005495750075,1.091,228.17,far
B-90001A,uni,2021-01-11 19:52:00,2021-01-11 20:54:00,62.0,63,0.0064002625,1.27,0.0026862692675342467,0.533,228.17,far
B-90001A,uni,2021-01-12 03:00:00,2021-01-12 03:59:00,59.0,60,0.010677219,2.119,0.003779749995285714,0.75,227.88,far
B-90001A,uni,2021-01-17 12:40:00,2021-01-17 13:20:00,40.0,41,0.015193208,3.016,0.006375599988235294,1.266,222.47,far
B-90001A,uni,2021-01-17 13:23:00,2021-01-17 15:13:00,110.0,111,0.015869128,3.15,0.004731145408842975,0.939,222.44,far
B-90001A,uni,2021-01-17 15:15:00,2021-01-17 15:15:00,0.0,1,0.0032687455,0.649,0.0013109637918181816,0.26,222.36,far
B-90001A,uni,2021-01-18 16:39:00,2021-01-18 16:40:00,1.0,2,0.010906165,2.165,0.007195592025,1.428,221.31,far
B-90001A,uni,2021-01-18 16:42:00,2021-01-18 17:58:00,76.0,77,0.010949724,2.173,0.0041641506659770115,0.827,221.3,far
B-90001A,uni,2021-01-18 18:06:00,2021-01-18 18:24:00,18.0,19,0.0031496997,0.625,0.0019352501862068968,0.384,221.25,far
B-90001A,uni,2021-01-19 12:27:00,2021-01-19 12:32:00,5.0,6,0.009425607,1.871,0.006323519875000001,1.255,220.48,far
B-90001A,uni,2021-01-19 12:34:00,2021-01-19 12:34:00,0.0,1,0.0077283797,1.534,0.005162171472727272,1.025,220.48,far
B-90001A,uni,2021-01-19 12:36:00,2021-01-19 13:29:00,53.0,54,0.0068359054,1.357,0.00303836423,0.603,220.47,far
B-90001A,uni,2021-01-20 23:20:00,2021-01-21 00:15:00,55.0,56,0.0058556045,1.162,0.002358972483636364,0.468,219.03,far
B-90001A,uni,2021-01-21 09:43:00,2021-01-21 11:33:00,110.0,111,0.011691502,2.321,0.004003784638595041,0.795,218.6,far
B-90001A,uni,2021-01-24 17:09:00,2021-01-24 17:11:00,2.0,3,0.006571242,1.304,0.0043216830076923075,0.858,215.29,far
B-90001A,uni,2021-01-24 17:55:00,2021-01-24 18:05:00,10.0,11,0.005654527,1.122,0.002829607879047619,0.562,215.25,far
B-90001A,uni,2021-01-26 12:50:00,2021-01-26 13:08:00,18.0,19,0.010593565,2.103,0.0035147806344827583,0.698,213.47,far
B-90001A,uni,2021-01-26 13:10:00,2021-01-26 13:44:00,34.0,35,0.004970045,0.987,0.0021922422562222223,0.435,213.45,far
B-90001A,uni,2021-01-29 15:49:00,2021-01-29 15:51:00,2.0,3,0.00712102,1.413,0.005207312984615384,1.034,210.34,far
B-90001A,uni,2021-01-29 15:53:00,2021-01-29 15:57:00,4.0,5,0.0051742312,1.027,0.004909061513333334,0.974,210.34,far
B-90001A,uni,2021-01-29 15:59:00,2021-01-29 17:14:00,75.0,76,0.008562652,1.7,0.0026522939798837215,0.526,210.33,far
B-90001A,uni,2021-02-09 20:38:00,2021-02-09 22:18:00,100.0,101,0.009025943,1.792,0.002951572654594594,0.586,199.14,far
B-90001A,uni,2021-02-10 03:01:00,2021-02-10 04:03:00,62.0,63,0.008468329,1.681,0.0032688264172602735,0.649,198.87,far
B-90001A,uni,2021-02-14 15:18:00,2021-02-14 15:18:00,0.0,1,0.0069385394,1.377,0.005306248536363636,1.053,194.36,far
B-90001A,uni,2021-02-14 15:20:00,2021-02-14 16:21:00,61.0,62,0.0069385394,1.377,0.0020889521212499994,0.415,194.36,far
B-90001A,uni,2021-02-18 12:58:00,2021-02-18 13:28:00,30.0,31,0.011172336,2.218,0.0042904494487804885,0.852,190.46,far
B-90001A,uni,2021-02-18 13:30:00,2021-02-18 13:31:00,1.0,2,0.0066511948,1.32,0.004187333308333333,0.831,190.44,far
B-90001A,uni,2021-02-18 13:33:00,2021-02-18 13:33:00,0.0,1,0.0066511948,1.32,0.0048025754454545455,0.953,190.44,far
B-90001A,uni,2021-02-18 13:35:00,2021-02-18 13:37:00,2.0,3,0.0066511948,1.32,0.005405496523076923,1.073,190.43,far
B-90001A,uni,2021-02-18 13:39:00,2021-02-18 14:44:00,65.0,66,0.01003328,1.992,0.002865731055526316,0.569,190.43,far
B-90001A,uni,2021-02-19 21:05:00,2021-02-19 22:08:00,63.0,64,0.010345806,2.054,0.0045085680190540545,0.895,189.12,far
B-90001A,uni,2021-02-19 22:12:00,2021-02-19 22:23:00,11.0,12,0.003064859,0.608,0.0008061905768181818,0.16,189.07,far
B-90001A,uni,2021-02-19 22:25:00,2021-02-19 22:26:00,1.0,2,0.0032124913,0.638,0.0015025926191666664,0.298,189.07,far
B-90001A,uni,2021-02-19 22:30:00,2021-02-19 22:30:00,0.0,1,0.0032124913,0.638,0.0023222314272727273,0.461,189.06,far
B-90001A,uni,2021-02-19 22:32:00,2021-02-19 22:36:00,4.0,5,0.0032124913,0.638,0.0024276286866666674,0.482,189.06,far
B-90001A,uni,2021-02-19 22:38:00,2021-02-19 22:49:00,11.0,12,0.002860257,0.568,0.0021291073045454547,0.423,189.06,far
B-90001A,uni,2021-02-19 22:51:00,2021-02-19 22:52:00,1.0,2,0.0021633804,0.429,0.0020397934083333335,0.405,189.05,far
B-90001A,uni,2021-02-22 06:35:00,2021-02-22 07:31:00,56.0,57,0.0068796617,1.366,0.002036720005820896,0.404,186.73,far
B-90001A,uni,2021-02-25 01:52:00,2021-02-25 01:56:00,4.0,5,0.009790384,1.943,0.005998817000000001,1.191,183.92,far
B-90001A,uni,2021-02-25 02:00:00,2021-02-25 02:09:00,9.0,10,0.0055384487,1.099,0.004881143685,0.969,183.92,far
B-90001A,uni,2021-02-25 02:11:00,2021-02-25 02:41:00,30.0,31,0.008920161,1.771,0.005241058346341464,1.04,183.91,far
B-90001A,uni,2021-02-25 02:49:00,2021-02-25 02:50:00,1.0,2,0.008124172,1.613,0.006034718800000001,1.198,183.88,far
B-90001A,uni,2021-02-25 02:52:00,2021-02-25 02:56:00,4.0,5,0.008124172,1.613,0.00586742778,1.165,183.88,far
B-90001A,uni,2021-02-25 02:59:00,2021-02-25 04:38:00,99.0,100,0.009228758,1.832,0.0026816793001818184,0.532,183.88,far
B-90001A,uni,2021-02-25 06:32:00,2021-02-25 06:46:00,14.0,15,0.006003989,1.192,0.0030622898452000004,0.608,183.73,far
B-90001A,uni,2021-02-25 12:45:00,2021-02-25 12:50:00,5.0,6,0.0058378964,1.159,0.0029429018025,0.584,183.47,far
B-90001A,uni,2021-02-25 16:14:00,2021-02-25 17:53:00,99.0,100,0.0111085065,2.205,0.0031649959638181814,0.628,183.32,far
B-90001A,uni,2021-02-26 15:03:00,2021-02-26 15:05:00,2.0,3,0.0064858417,1.287,0.005365574592307692,1.065,182.37,far
B-90001A,uni,2021-02-26 15:07:00,2021-02-26 15:23:00,16.0,17,0.006293607,1.249,0.003833852192592593,0.761,182.37,far
B-90001A,uni,2021-02-26 15:32:00,2021-02-26 15:33:00,1.0,2,0.011678368,2.318,0.005858590333333333,1.163,182.35,far
B-90001A,uni,2021-02-26 15:36:00,2021-02-26 15:37:00,1.0,2,0.011678368,2.318,0.006629340708333334,1.316,182.35,far
B-90001A,uni,2021-02-26 15:39:00,2021-02-26 16:52:00,73.0,74,0.011678368,2.318,0.0037680332455952386,0.748,182.35,far
B-90001A,uni,2021-02-26 22:43:00,2021-02-26 23:39:00,56.0,57,0.0075049866,1.49,0.001117519242089552,0.222,182.05,far
B-90001A,uni,2021-03-02 02:15:00,2021-03-02 02:16:00,1.0,2,0.005835557,1.158,0.003923671241666667,0.779,178.91,far
B-90001A,uni,2021-03-02 02:18:00,2021-03-02 03:04:00,46.0,47,0.005835557,1.158,0.002063998991403509,0.41,178.9,far
B-90001A,uni,2021-03-02 04:22:00,2021-03-02 05:20:00,58.0,59,0.00614548,1.22,0.0031586751423188413,0.627,178.82,far
B-90001A,uni,2021-03-04 14:11:00,2021-03-04 14:21:00,10.0,11,0.006994486,1.388,0.0051862553666666665,1.029,176.41,far
B-90001A,uni,2021-03-04 14:23:00,2021-03-04 14:46:00,23.0,24,0.0065515446,1.3,0.005076875044117647,1.008,176.4,far
B-90001A,uni,2021-03-04 14:48:00,2021-03-04 15:51:00,63.0,64,0.006683153,1.327,0.001769314800945946,0.351,176.38,far
B-90001A,uni,2021-03-05 07:21:00,2021-03-05 08:19:00,58.0,59,0.008479562,1.683,0.0029366645795652173,0.583,175.69,far
B-90001A,uni,2021-03-05 15:27:00,2021-03-05 15:45:00,18.0,19,0.0075681703,1.502,0.005203069413793104,1.033,175.36,far
B-90001A,uni,2021-03-05 15:47:00,2021-03-05 15:47:00,0.0,1,0.006877282,1.365,0.0052319363,1.038,175.34,far
B-90001A,uni,2021-03-05 15:52:00,2021-03-05 16:05:00,13.0,14,0.006877282,1.365,0.004711857716666667,0.935,175.34,far
B-90001A,uni,2021-03-05 16:07:00,2021-03-05 16:11:00,4.0,5,0.007132238,1.416,0.004660906480000001,0.925,175.33,far
B-90001A,uni,2021-03-05 16:13:00,2021-03-05 16:56:00,43.0,44,0.007132238,1.416,0.002415607326666667,0.479,175.32,far
B-90001A,uni,2021-03-08 01:48:00,2021-03-08 01:53:00,5.0,6,0.0067094113,1.332,0.0036740403812500003,0.729,172.93,far
B-90001A,uni,2021-03-08 01:55:00,2021-03-08 01:58:00,3.0,4,0.002277966,0.452,0.0020950511714285715,0.416,172.92,far
B-90001A,uni,2021-03-08 02:01:00,2021-03-08 02:07:00,6.0,7,0.002277966,0.452,0.0020597177411764704,0.409,172.92,far
B-90001A,uni,2021-03-08 02:09:00,2021-03-08 02:44:00,35.0,36,0.00454406,0.902,0.0019231397313043475,0.382,172.91,far
B-90001A,uni,2021-03-12 10:11:00,2021-03-12 10:23:00,12.0,13,0.01505482,2.988,0.007286823121739131,1.446,168.58,far
B-90001A,uni,2021-03-12 10:25:00,2021-03-12 10:25:00,0.0,1,0.009057407,1.798,0.007050943218181819,1.4,168.57,far
B-90001A,uni,2021-03-12 10:28:00,2021-03-12 10:48:00,20.0,21,0.011005868,2.185,0.007644758129032257,1.517,168.56,far
B-90001A,uni,2021-03-12 10:50:00,2021-03-12 10:50:00,0.0,1,0.011005868,2.185,0.00843873050909091,1.675,168.55,far
B-90001A,uni,2021-03-12 10:52:00,2021-03-12 11:58:00,66.0,67,0.018354328,3.643,0.003450545194805194,0.685,168.55,far
B-90001A,uni,2021-03-13 20:09:00,2021-03-13 20:09:00,0.0,1,0.006260989,1.243,0.004916234036363636,0.976,167.16,far
B-90001A,uni,2021-03-13 20:11:00,2021-03-13 20:14:00,3.0,4,0.0061461385,1.22,0.004537523471428571,0.901,167.16,far
B-90001A,uni,2021-03-13 20:16:00,2021-03-13 21:23:00,67.0,68,0.006087956,1.208,0.0027121841267948713,0.538,167.16,far
B-90001A,uni,2021-03-14 15:22:00,2021-03-14 16:00:00,38.0,39,0.009566947,1.899,0.003700226512244898,0.734,166.36,far
B-90001A,uni,2021-03-14 16:16:00,2021-03-14 16:20:00,4.0,5,0.0076040262,1.509,0.002849027813333333,0.566,166.32,far
B-90001A,uni,2021-03-16 12:50:00,2021-03-16 13:03:00,13.0,14,0.009780233,1.941,0.0030258640641666664,0.601,164.47,far
B-90001A,uni,2021-03-16 13:26:00,2021-03-16 13:26:00,0.0,1,0.008412057,1.67,0.003942602453636364,0.783,164.44,far
B-90001A,uni,2021-03-16 13:28:00,2021-03-16 13:51:00,23.0,24,0.008412057,1.67,0.004093344938235295,0.812,164.44,far
B-90001A,uni,2021-03-16 14:18:00,2021-03-16 15:08:00,50.0,51,0.0086769955,1.722,0.002384137914754098,0.473,164.4,far
B-90001A,uni,2021-03-16 15:10:00,2021-03-16 15:11:00,1.0,2,0.00452592,0.898,0.0025664153416666666,0.509,164.37,far
B-90001A,uni,2021-03-16 15:14:00,2021-03-16 15:15:00,1.0,2,0.00452592,0.898,0.003461663908333333,0.687,164.37,far
B-90001A,uni,2021-03-22 11:29:00,2021-03-22 13:13:00,104.0,105,0.009280545,1.842,0.003137920635304348,0.623,158.52,far
B-90001A,uni,2021-03-24 17:07:00,2021-03-24 18:37:00,90.0,91,0.012352611,2.452,0.004366417275643565,0.867,156.29,far
B-90001A,uni,2021-04-01 09:29:00,2021-04-01 11:11:00,102.0,103,0.009570787,1.9,0.002947053868584071,0.585,148.6,far
B-90001A,uni,2021-04-01 15:33:00,2021-04-01 16:09:00,36.0,37,0.0064151944,1.273,0.003313136104255319,0.658,148.35,far
B-90001A,uni,2021-04-01 16:11:00,2021-04-01 16:11:00,0.0,1,0.005548671,1.101,0.0036532003818181818,0.725,148.33,far
B-90001A,uni,2021-04-01 16:15:00,2021-04-01 17:15:00,60.0,61,0.006046022,1.2,0.0027527412598591554,0.546,148.32,far
B-90001A,uni,2021-04-01 17:17:00,2021-04-01 17:18:00,1.0,2,0.004143666,0.822,0.002012578154166667,0.399,148.28,far
B-90001A,uni,2021-04-08 08:47:00,2021-04-08 10:02:00,75.0,76,0.0065746754,1.305,0.002660014559302326,0.528,141.63,far
B-90001A,uni,2021-04-09 15:26:00,2021-04-09 15:31:00,5.0,6,0.0082298275,1.634,0.0026086783125,0.518,140.36,far
B-90001A,uni,2021-04-09 16:18:00,2021-04-09 17:26:00,68.0,69,0.009423366,1.87,0.0037557386924050636,0.745,140.32,far
