equip,mode,start,end,duration_min,n_points,peak_mae,peak_ratio,mean_mae,mean_ratio,dist_to_failure_days,category
B-4703.24001B,uni,2022-03-29 16:09:00,2022-03-29 16:12:00,3.0,4,0.0064334976,1.1,0.006107803571428572,1.045,215.33,far
B-4703.24001B,uni,2022-03-29 16:14:00,2022-03-29 16:14:00,0.0,1,0.006374183,1.09,0.006165182972727273,1.054,215.32,far
B-4703.24001B,uni,2022-03-29 16:16:00,2022-03-29 16:26:00,10.0,11,0.006946201,1.188,0.006317451628571429,1.08,215.32,far
B-4703.24001B,uni,2022-03-29 16:28:00,2022-03-29 16:59:00,31.0,32,0.008000193,1.368,0.003002543797619047,0.513,215.31,far
B-4703.24001B,uni,2022-03-29 17:02:00,2022-03-29 17:29:00,27.0,28,0.00225631,0.386,0.0014031593273684207,0.24,215.29,far
B-4703.24001B,uni,2022-03-29 21:05:00,2022-03-29 21:23:00,18.0,19,0.0109391445,1.871,0.006369337089655173,1.089,215.12,far
B-4703.24001B,uni,2022-03-29 21:25:00,2022-03-29 21:38:00,13.0,14,0.0061059725,1.044,0.005476861170833333,0.937,215.11,far
B-4703.24001B,uni,2022-03-29 21:40:00,2022-03-29 21:40:00,0.0,1,0.0063681575,1.089,0.005774880854545455,0.988,215.1,far
B-4703.24001B,uni,2022-03-29 21:42:00,2022-03-29 21:43:00,1.0,2,0.0063681575,1.089,0.005818299508333334,0.995,215.1,far
B-4703.24001B,uni,2022-03-29 21:46:00,2022-03-29 21:46:00,0.0,1,0.0067510735,1.155,0.005989392463636364,1.024,215.09,far
B-4703.24001B,uni,2022-03-29 21:48:00,2022-03-29 22:11:00,23.0,24,0.009822455,1.68,0.004213892267647059,0.721,215.09,far
B-4703.24001B,uni,2022-03-29 22:13:00,2022-03-29 22:26:00,13.0,14,0.0019578019,0.335,0.001326279825,0.227,215.07,far
B-4703.24001B,uni,2022-03-29 22:29:00,2022-03-29 22:54:00,25.0,26,0.0016340653,0.279,0.001258155818888889,0.215,215.06,far
B-4703.24001B,uni,2022-03-30 12:05:00,2022-03-30 12:07:00,2.0,3,0.011122106,1.902,0.008124632776923076,1.389,214.5,far
B-4703.24001B,uni,2022-03-30 12:11:00,2022-03-30 12:28:00,17.0,18,0.009964128,1.704,0.0065811795285714274,1.126,214.49,far
B-4703.24001B,uni,2022-03-30 12:30:00,2022-03-30 12:32:00,2.0,3,0.006381581,1.091,0.006015370015384616,1.029,214.48,far
B-4703.24001B,uni,2022-03-30 12:34:00,2022-03-30 12:34:00,0.0,1,0.0061522084,1.052,0.005940828227272727,1.016,214.48,far
B-4703.24001B,uni,2022-03-30 12:36:00,2022-03-30 12:59:00,23.0,24,0.008770444,1.5,0.00548688205882353,0.938,214.47,far
B-4703.24001B,uni,2022-03-30 13:01:00,2022-03-30 13:09:00,8.0,9,0.008770444,1.5,0.0026426286263157898,0.452,214.46,far
B-4703.24001B,uni,2022-03-30 13:13:00,2022-03-30 13:17:00,4.0,5,0.0020674109,0.354,0.0012827703666666668,0.219,214.45,far
B-4703.24001B,uni,2022-03-31 12:34:00,2022-03-31 12:52:00,18.0,19,0.006834835,1.169,0.004457195113793103,0.762,213.48,far
B-4703.24001B,uni,2022-03-31 12:54:00,2022-03-31 13:03:00,9.0,10,0.005268074,0.901,0.003205510725,0.548,213.46,far
B-4703.24001B,uni,2022-03-31 14:05:00,2022-03-31 15:09:00,64.0,65,0.01213461,2.075,0.005020375093999999,0.859,213.41,far
B-4703.24001B,uni,2022-03-31 15:12:00,2022-03-31 15:53:00,41.0,42,0.0013216297,0.226,0.0010174123863461537,0.174,213.37,far
B-4703.24001B,uni,2022-03-31 19:00:00,2022-03-31 19:56:00,56.0,57,0.00796414,1.362,0.004534829368656717,0.776,213.21,far
B-4703.24001B,uni,2022-04-01 00:21:00,2022-04-01 01:18:00,57.0,58,0.00841768,1.44,0.004668933667647059,0.798,212.99,far
B-4703.24001B,uni,2022-04-01 03:01:00,2022-04-01 04:06:00,65.0,66,0.008879663,1.519,0.004945688721842105,0.846,212.87,far
B-4703.24001B,uni,2022-04-01 04:08:00,2022-04-01 04:36:00,28.0,29,0.0017638564,0.302,0.0011525560635897436,0.197,212.83,far
B-4703.24001B,uni,2022-04-01 06:22:00,2022-04-01 07:21:00,59.0,60,0.010591635,1.811,0.004418219927714287,0.756,212.73,far
B-4703.24001B,uni,2022-04-05 14:30:00,2022-04-05 15:02:00,32.0,33,0.0111179175,1.901,0.00691998101627907,1.183,208.4,far
B-4703.24001B,uni,2022-04-05 15:04:00,2022-04-05 15:31:00,27.0,28,0.013534935,2.315,0.009354375431578946,1.6,208.37,far
B-4703.24001B,uni,2022-04-05 15:33:00,2022-04-05 15:40:00,7.0,8,0.009804619,1.677,0.009250135083333333,1.582,208.35,far
B-4703.24001B,uni,2022-04-05 15:42:00,2022-04-05 15:49:00,7.0,8,0.009526218,1.629,0.009063670444444444,1.55,208.35,far
B-4703.24001B,uni,2022-05-15 19:49:00,2022-05-15 20:16:00,27.0,28,0.006812332,1.165,0.005134948294736842,0.878,168.17,far
B-4703.24001B,uni,2022-05-15 20:18:00,2022-05-15 20:46:00,28.0,29,0.0057759145,0.988,0.004058931192307693,0.694,168.15,far
B-4703.24001B,uni,2022-09-28 15:38:00,2022-09-28 15:48:00,10.0,11,0.0070906323,1.213,0.003535561795238095,0.605,32.35,far
B-5501B,uni,2022-01-23 17:55:00,2022-01-23 18:45:00,50.0,11,0.031593274,2.225,0.010377117292307694,0.731,280.25,far
B-5501B,uni,2022-01-25 08:25:00,2022-01-25 09:15:00,50.0,11,0.02327943,1.64,0.009390158923076921,0.661,278.65,far
B-5501B,uni,2022-02-01 10:35:00,2022-02-01 11:25:00,50.0,11,0.019160537,1.349,0.010359168161538462,0.73,271.56,far
B-5501B,uni,2022-02-05 03:15:00,2022-02-05 04:00:00,45.0,10,0.02012614,1.417,0.008809045116666667,0.62,267.86,far
B-5501B,uni,2022-02-07 22:05:00,2022-02-07 22:55:00,50.0,11,0.018377526,1.294,0.010144324515384615,0.714,265.08,far
B-5501B,uni,2022-03-05 08:25:00,2022-03-05 09:15:00,50.0,11,0.02881863,2.03,0.011299888276923077,0.796,239.65,far
B-5501B,uni,2022-03-15 00:15:00,2022-03-15 01:10:00,55.0,12,0.024956694,1.758,0.011838977657142858,0.834,229.99,far
B-5501B,uni,2022-03-15 13:45:00,2022-03-15 14:30:00,45.0,10,0.02297815,1.618,0.009288647783333333,0.654,229.43,far
B-5501B,uni,2022-03-16 09:00:00,2022-03-16 09:50:00,50.0,11,0.022755915,1.603,0.009981417353846155,0.703,228.62,far
B-5501B,uni,2022-03-17 06:10:00,2022-03-17 06:10:00,0.0,1,0.017007425,1.198,0.01608451933333333,1.133,227.74,far
B-5501B,uni,2022-03-17 06:20:00,2022-03-17 07:00:00,40.0,9,0.0156035,1.099,0.007614422454545453,0.536,227.74,far
B-5501B,uni,2022-03-17 12:50:00,2022-03-17 13:45:00,55.0,12,0.036245365,2.553,0.012500724985714287,0.88,227.47,far
B-5501B,uni,2022-03-19 05:30:00,2022-03-19 06:15:00,45.0,10,0.014861788,1.047,0.0099363954,0.7,225.77,far
B-5501B,uni,2022-03-21 13:30:00,2022-03-21 14:00:00,30.0,7,0.016456736,1.159,0.010017752855555555,0.706,223.44,far
B-5501B,uni,2022-03-21 14:15:00,2022-03-21 14:15:00,0.0,1,0.007856131,0.553,0.006709701666666667,0.473,223.41,far
B-5501B,uni,2022-03-23 08:55:00,2022-03-23 09:15:00,20.0,5,0.022649534,1.595,0.010592148171428572,0.746,221.63,far
B-5501B,uni,2022-03-23 09:25:00,2022-03-23 09:40:00,15.0,4,0.008942704,0.63,0.007554272899999999,0.532,221.61,far
B-5501B,uni,2022-03-28 00:00:00,2022-03-28 00:10:00,10.0,3,0.01870765,1.318,0.015024095800000001,1.058,217.0,far
B-5501B,uni,2022-03-28 00:20:00,2022-03-28 00:55:00,35.0,8,0.00993977,0.7,0.007706839920000002,0.543,216.99,far
B-5501B,uni,2022-03-31 04:40:00,2022-03-31 05:30:00,50.0,11,0.017293015,1.218,0.008396925784615384,0.591,213.81,far
B-5501B,uni,2022-04-01 13:50:00,2022-04-01 14:30:00,40.0,9,0.01831078,1.29,0.009742528363636364,0.686,212.42,far
B-5501B,uni,2022-04-01 21:55:00,2022-04-01 22:40:00,45.0,10,0.028173348,1.984,0.010429393191666666,0.735,212.09,far
B-5501B,uni,2022-04-11 14:10:00,2022-04-11 15:00:00,50.0,11,0.019527761,1.375,0.009880724376923077,0.696,202.41,far
B-5501B,uni,2022-04-12 21:50:00,2022-04-12 22:40:00,50.0,11,0.020575086,1.449,0.010988251538461538,0.774,201.09,far
B-5501B,uni,2022-04-19 13:30:00,2022-04-19 14:15:00,45.0,10,0.016690657,1.175,0.009815552883333334,0.691,194.44,far
B-5501B,uni,2022-04-20 23:10:00,2022-04-20 23:50:00,40.0,9,0.016499102,1.162,0.008567230909090909,0.603,193.03,far
B-5501B,uni,2022-04-23 12:45:00,2022-04-23 13:40:00,55.0,12,0.021255389,1.497,0.011241210571428571,0.792,190.47,far
B-5501B,uni,2022-04-26 21:55:00,2022-04-26 22:30:00,35.0,8,0.02487663,1.752,0.010041569399999999,0.707,187.09,far
B-5501B,uni,2022-04-26 22:40:00,2022-04-26 22:40:00,0.0,1,0.004813691,0.339,0.004590206566666667,0.323,187.06,far
B-5501B,uni,2022-04-29 07:05:00,2022-04-29 07:35:00,30.0,7,0.029490545,2.077,0.016344097455555557,1.151,184.7,far
B-5501B,uni,2022-04-29 07:45:00,2022-04-29 08:00:00,15.0,4,0.007906179,0.557,0.005222115316666667,0.368,184.68,far
B-5501B,uni,2022-05-02 01:25:00,2022-05-02 02:15:00,50.0,11,0.020301955,1.43,0.010261609784615384,0.723,181.94,far
B-5501B,uni,2022-05-03 06:15:00,2022-05-03 06:50:00,35.0,8,0.014396322,1.014,0.00809687506,0.57,180.74,far
B-5501B,uni,2022-05-03 22:05:00,2022-05-03 22:55:00,50.0,11,0.025336927,1.784,0.010002100746153845,0.704,180.08,far
B-5501B,uni,2022-05-04 22:45:00,2022-05-04 23:30:00,45.0,10,0.018433861,1.298,0.009213605074999999,0.649,179.05,far
B-5501B,uni,2022-05-07 06:35:00,2022-05-07 07:25:00,50.0,11,0.03194629,2.25,0.011519033092307692,0.811,176.73,far
B-5501B,uni,2022-05-08 13:00:00,2022-05-08 13:40:00,40.0,9,0.015673105,1.104,0.008880413536363638,0.625,175.46,far
B-5501B,uni,2022-05-10 04:55:00,2022-05-10 05:05:00,10.0,3,0.019094909,1.345,0.0157213164,1.107,173.8,far
B-5501B,uni,2022-05-10 05:15:00,2022-05-10 05:50:00,35.0,8,0.008631279,0.608,0.00708343788,0.499,173.78,far
B-5501B,uni,2022-05-16 22:50:00,2022-05-16 23:25:00,35.0,8,0.02571059,1.811,0.01265451087,0.891,167.05,far
B-5501B,uni,2022-05-16 23:35:00,2022-05-16 23:40:00,5.0,2,0.008689642,0.612,0.0080263864,0.565,167.02,far
B-5501B,uni,2022-05-17 13:30:00,2022-05-17 14:20:00,50.0,11,0.031734288,2.235,0.012722089876923078,0.896,166.44,far
B-5501B,uni,2022-05-20 07:45:00,2022-05-20 08:05:00,20.0,5,0.061884176,4.358,0.033891065485714286,2.387,163.68,far
B-5501B,uni,2022-05-20 08:20:00,2022-05-20 08:30:00,10.0,3,0.00740548,0.522,0.0061170836999999995,0.431,163.65,far
B-5501B,uni,2022-05-20 08:40:00,2022-05-20 08:40:00,0.0,1,0.00740548,0.522,0.004839695233333333,0.341,163.64,far
B-5501B,uni,2022-05-22 16:30:00,2022-05-22 17:05:00,35.0,8,0.020735815,1.46,0.01285923006,0.906,161.31,far
B-5501B,uni,2022-05-22 17:15:00,2022-05-22 17:25:00,10.0,3,0.008497219,0.598,0.007288384540000001,0.513,161.28,far
B-5501B,uni,2022-05-24 00:05:00,2022-05-24 00:25:00,20.0,5,0.022033526,1.552,0.009816079285714286,0.691,160.0,far
B-5501B,uni,2022-05-24 04:45:00,2022-05-24 05:30:00,45.0,10,0.02397745,1.689,0.010590905583333332,0.746,159.8,far
B-5501B,uni,2022-05-24 10:30:00,2022-05-24 11:55:00,85.0,18,0.032004535,2.254,0.015044343394999998,1.06,159.56,far
B-5501B,uni,2022-05-24 22:00:00,2022-05-24 22:50:00,50.0,11,0.020616284,1.452,0.010778341015384616,0.759,159.08,far
B-5501B,uni,2022-05-26 21:55:00,2022-05-26 22:40:00,45.0,10,0.019326575,1.361,0.011220692166666666,0.79,157.09,far
B-5501B,uni,2022-05-27 05:05:00,2022-05-27 05:40:00,35.0,8,0.024801247,1.747,0.010773576859999998,0.759,156.79,far
B-5501B,uni,2022-05-27 05:50:00,2022-05-27 05:55:00,5.0,2,0.006960233,0.49,0.00533005095,0.375,156.76,far
B-5501B,uni,2022-06-01 01:15:00,2022-06-01 02:05:00,50.0,11,0.030570716,2.153,0.010183759007692307,0.717,151.95,far
B-5501B,uni,2022-06-04 08:10:00,2022-06-04 09:05:00,55.0,12,0.041041087,2.89,0.015764490107142853,1.11,148.66,far
B-5501B,uni,2022-06-05 10:40:00,2022-06-05 11:30:00,50.0,11,0.028129516,1.981,0.008801504392307693,0.62,147.56,far
B-5501B,uni,2022-06-12 13:30:00,2022-06-12 14:05:00,35.0,8,0.04698543,3.309,0.01295286882,0.912,140.44,far
B-5501B,uni,2022-06-13 02:55:00,2022-06-13 03:50:00,55.0,12,0.035798863,2.521,0.012227165257142857,0.861,139.88,far
B-5501B,uni,2022-06-16 20:25:00,2022-06-16 21:05:00,40.0,9,0.016452877,1.159,0.007507146754545454,0.529,136.15,far
B-5501B,uni,2022-06-18 01:30:00,2022-06-18 02:00:00,30.0,7,0.022124534,1.558,0.008370663155555557,0.59,134.94,far
B-5501B,uni,2022-06-18 02:10:00,2022-06-18 02:10:00,0.0,1,0.005291899,0.373,0.0046137571,0.325,134.91,far
B-5501B,uni,2022-06-18 19:05:00,2022-06-18 20:00:00,55.0,12,0.03491493,2.459,0.012724834999999999,0.896,134.2,far
B-5501B,uni,2022-06-21 06:35:00,2022-06-21 06:40:00,5.0,2,0.0319173,2.248,0.02642496775,1.861,131.73,far
B-5501B,uni,2022-06-21 06:50:00,2022-06-21 07:25:00,35.0,8,0.025906032,1.824,0.01147612351,0.808,131.72,far
B-5501B,uni,2022-06-28 23:10:00,2022-06-28 23:55:00,45.0,10,0.029483967,2.076,0.010012140191666666,0.705,124.03,far
B-5501B,uni,2022-07-05 03:20:00,2022-07-05 04:00:00,40.0,9,0.028145062,1.982,0.011088707909090908,0.781,117.86,far
B-5501B,uni,2022-07-05 11:15:00,2022-07-05 11:50:00,35.0,8,0.020463876,1.441,0.01079527136,0.76,117.53,far
B-5501B,uni,2022-07-13 12:45:00,2022-07-13 13:20:00,35.0,8,0.027194416,1.915,0.011823646099999998,0.833,109.47,far
B-5501B,uni,2022-07-13 13:30:00,2022-07-13 13:40:00,10.0,3,0.006604155,0.465,0.004766299260000001,0.336,109.44,far
B-5501B,uni,2022-07-20 07:35:00,2022-07-20 08:20:00,45.0,10,0.02178591,1.534,0.009586366458333334,0.675,102.68,far
B-5501B,uni,2022-07-21 09:00:00,2022-07-21 09:55:00,55.0,12,0.032432433,2.284,0.013851355607142856,0.976,101.62,far
B-5501B,uni,2022-07-24 03:55:00,2022-07-24 04:20:00,25.0,6,0.024398161,1.718,0.0107261546625,0.755,98.84,far
B-5501B,uni,2022-07-24 04:30:00,2022-07-24 04:30:00,0.0,1,0.0076390207,0.538,0.006112857233333334,0.431,98.81,far
B-5501B,uni,2022-07-29 00:25:00,2022-07-29 01:15:00,50.0,11,0.019601598,1.38,0.00866832903076923,0.61,93.98,far
B-5501B,uni,2022-08-01 10:30:00,2022-08-01 10:35:00,5.0,2,0.038035072,2.679,0.024237907250000003,1.707,90.56,far
B-5501B,uni,2022-08-01 10:45:00,2022-08-01 11:20:00,35.0,8,0.012765725,0.899,0.006224821980000001,0.438,90.55,far
B-5501B,uni,2022-08-01 14:20:00,2022-08-01 15:00:00,40.0,9,0.019321272,1.361,0.008912813481818181,0.628,90.4,far
B-5501B,uni,2022-08-02 14:45:00,2022-08-02 15:35:00,50.0,11,0.027775541,1.956,0.012127625123076923,0.854,89.39,far
B-5501B,uni,2022-08-03 01:45:00,2022-08-03 02:35:00,50.0,11,0.017868014,1.258,0.010302779284615383,0.726,88.93,far
B-5501B,uni,2022-08-08 16:15:00,2022-08-08 17:05:00,50.0,11,0.022764755,1.603,0.012021923546153846,0.847,83.32,far
B-5501B,uni,2022-08-13 02:55:00,2022-08-13 03:00:00,5.0,2,0.03335093,2.349,0.020322398625,1.431,78.88,far
B-5501B,uni,2022-08-13 03:10:00,2022-08-13 03:40:00,30.0,7,0.010592957,0.746,0.007780885144444444,0.548,78.87,far
B-5501B,uni,2022-08-14 09:30:00,2022-08-14 09:50:00,20.0,5,0.031283025,2.203,0.015554229000000001,1.095,77.6,far
B-5501B,uni,2022-08-14 10:05:00,2022-08-14 10:25:00,20.0,5,0.008003344,0.564,0.006353778557142858,0.447,77.58,far
B-5501B,uni,2022-08-22 08:00:00,2022-08-22 08:55:00,55.0,12,0.03703657,2.608,0.01198511662857143,0.844,69.67,far
B-5501B,uni,2022-08-24 13:20:00,2022-08-24 13:30:00,10.0,3,0.016827805,1.185,0.01145342228,0.807,67.44,far
B-5501B,uni,2022-08-24 13:45:00,2022-08-24 14:05:00,20.0,5,0.007993023,0.563,0.006060689657142858,0.427,67.43,far
B-5501B,uni,2022-08-28 10:25:00,2022-08-28 11:00:00,35.0,8,0.024574533,1.731,0.01011789934,0.713,63.57,far
B-5501B,uni,2022-08-31 05:10:00,2022-08-31 05:50:00,40.0,9,0.027298547,1.923,0.010317193599999998,0.727,60.78,far
B-5501B,uni,2022-09-03 12:30:00,2022-09-03 13:05:00,35.0,8,0.015453432,1.088,0.00900332105,0.634,57.48,far
B-5501B,uni,2022-09-07 10:20:00,2022-09-07 11:15:00,55.0,12,0.034053948,2.398,0.013483242857142858,0.95,53.57,far
B-5501B,uni,2022-09-08 12:50:00,2022-09-08 13:20:00,30.0,7,0.014843464,1.045,0.0091653311,0.645,52.47,far
B-5501B,uni,2022-11-04 12:15:00,2022-11-04 13:10:00,55.0,12,0.025504462,1.796,0.011259159671428572,0.793,4.51,near_10d
B-5501B,uni,2022-11-08 12:30:00,2022-11-08 13:20:00,50.0,11,0.025385953,1.788,0.010553830484615381,0.743,8.52,near_10d
B-5501B,uni,2022-11-20 06:50:00,2022-11-20 07:45:00,55.0,12,0.03921961,2.762,0.013248802292857145,0.933,20.28,far
B-5501B,uni,2022-11-26 14:50:00,2022-11-26 15:35:00,45.0,10,0.014548197,1.025,0.007495691725000001,0.528,26.62,far
B-5501B,uni,2022-11-27 22:05:00,2022-11-27 22:45:00,40.0,9,0.024839252,1.749,0.009332768018181819,0.657,27.92,far
B-5501B,uni,2023-02-15 21:55:00,2023-02-15 22:45:00,50.0,11,0.019880181,1.4,0.009107095515384616,0.641,107.91,far
B-5501B,uni,2023-03-04 22:15:00,2023-03-04 23:00:00,45.0,10,0.01623811,1.144,0.00868784875,0.612,124.93,far
B-5501B,uni,2023-03-09 08:45:00,2023-03-09 09:35:00,50.0,11,0.032583132,2.295,0.011247881238461536,0.792,129.36,far
B-5501B,uni,2023-03-12 09:35:00,2023-03-12 10:15:00,40.0,9,0.031456474,2.215,0.01109923788181818,0.782,132.4,far
B-5501B,uni,2023-03-14 09:15:00,2023-03-14 10:05:00,50.0,11,0.029580876,2.083,0.011280397361538462,0.794,134.39,far
B-5501B,uni,2023-03-14 21:50:00,2023-03-14 22:40:00,50.0,11,0.019167086,1.35,0.009431994669230769,0.664,134.91,far
B-5501B,uni,2023-03-15 05:55:00,2023-03-15 06:35:00,40.0,9,0.014201283,1.0,0.009048623672727274,0.637,135.25,far
B-5501B,uni,2023-04-02 15:30:00,2023-04-02 16:20:00,50.0,11,0.022480443,1.583,0.009228253161538462,0.65,153.65,far
B-5501B,uni,2023-04-05 03:00:00,2023-04-05 03:55:00,55.0,12,0.029254356,2.06,0.012083883214285714,0.851,156.12,far
B-5501B,uni,2023-04-19 22:10:00,2023-04-19 22:55:00,45.0,10,0.02502689,1.763,0.010769548141666667,0.758,170.92,far
B-5501B,uni,2023-05-13 16:00:00,2023-05-13 16:45:00,45.0,10,0.022331173,1.573,0.01013788155,0.714,170.33,far
B-5501B,uni,2023-05-16 20:45:00,2023-05-16 21:25:00,40.0,9,0.018475281,1.301,0.009457223754545455,0.666,167.14,far
B-5501B,uni,2023-06-01 23:50:00,2023-06-02 00:45:00,55.0,12,0.038949076,2.743,0.011638530814285713,0.82,151.01,far
B-5501B,uni,2023-06-04 09:15:00,2023-06-04 10:10:00,55.0,12,0.035970684,2.533,0.011966895500000003,0.843,148.61,far
B-5501B,uni,2023-06-07 11:50:00,2023-06-07 12:45:00,55.0,12,0.033324245,2.347,0.012596562671428571,0.887,145.51,far
B-5501B,uni,2023-06-08 09:10:00,2023-06-08 09:15:00,5.0,2,0.037434857,2.636,0.02290916625,1.613,144.62,far
B-5501B,uni,2023-06-08 09:30:00,2023-06-08 10:00:00,30.0,7,0.011650155,0.82,0.009540215766666667,0.672,144.6,far
B-5501B,uni,2023-06-10 02:20:00,2023-06-10 03:00:00,40.0,9,0.017223753,1.213,0.009402419645454544,0.662,142.9,far
B-5501B,uni,2023-06-16 20:45:00,2023-06-16 21:35:00,50.0,11,0.026297232,1.852,0.008684223338461538,0.612,136.14,far
B-5501B,uni,2023-06-17 20:15:00,2023-06-17 20:20:00,5.0,2,0.03372312,2.375,0.02100180575,1.479,135.16,far
B-5501B,uni,2023-06-17 20:30:00,2023-06-17 21:05:00,35.0,8,0.00974356,0.686,0.007146060649999999,0.503,135.15,far
B-5501B,uni,2023-11-08 19:10:00,2023-11-08 20:00:00,50.0,11,0.024532206,1.728,0.011900119130769231,0.838,8.8,near_10d
B-5501B,uni,2023-11-10 01:20:00,2023-11-10 02:05:00,45.0,10,0.025306026,1.782,0.010419946741666665,0.734,10.06,far
B-5501B,uni,2023-11-11 17:55:00,2023-11-11 18:45:00,50.0,11,0.02604528,1.834,0.012986492023076921,0.915,11.75,far
B-5501B,uni,2023-11-12 08:40:00,2023-11-12 09:30:00,50.0,11,0.02587609,1.822,0.012039216807692309,0.848,12.36,far
B-5501B,uni,2023-11-13 07:25:00,2023-11-13 08:15:00,50.0,11,0.023941338,1.686,0.00972001293846154,0.685,13.31,far
B-5501B,uni,2023-11-14 03:15:00,2023-11-14 03:55:00,40.0,9,0.03078413,2.168,0.013339305545454544,0.939,14.14,far
B-5501B,uni,2023-11-14 04:05:00,2023-11-14 04:05:00,0.0,1,0.0060146847,0.424,0.005421247766666667,0.382,14.17,far
B-5501B,uni,2023-11-15 14:45:00,2023-11-15 15:35:00,50.0,11,0.027927024,1.967,0.012095475038461537,0.852,15.61,far
B-5501B,uni,2023-11-17 09:35:00,2023-11-17 10:20:00,45.0,10,0.023363197,1.645,0.010187205116666665,0.717,17.4,far
B-5501B,uni,2023-11-18 08:45:00,2023-11-18 09:25:00,40.0,9,0.023710435,1.67,0.010492903363636364,0.739,18.36,far
B-5501B,uni,2023-11-19 20:15:00,2023-11-19 21:10:00,55.0,12,0.028152987,1.983,0.011608221978571429,0.818,19.84,far
B-5501B,uni,2023-11-25 08:05:00,2023-11-25 08:20:00,15.0,4,0.017506558,1.233,0.013446352500000001,0.947,25.34,far
B-5501B,uni,2023-11-25 08:30:00,2023-11-25 09:00:00,30.0,7,0.010616313,0.748,0.008281918722222222,0.583,25.35,far
B-5501B,uni,2023-11-26 01:40:00,2023-11-26 02:25:00,45.0,10,0.01703004,1.199,0.008825652591666667,0.622,26.07,far
B-5501B,uni,2023-11-28 09:55:00,2023-11-28 09:55:00,0.0,1,0.022137916,1.559,0.014193568333333332,1.0,28.41,far
B-5501B,uni,2023-11-28 12:35:00,2023-11-28 13:20:00,45.0,10,0.022193754,1.563,0.009935580108333333,0.7,28.52,far
B-5501B,uni,2023-11-29 19:20:00,2023-11-29 20:05:00,45.0,10,0.018172957,1.28,0.009087094566666667,0.64,29.81,far
B-5501B,uni,2023-12-01 21:45:00,2023-12-01 22:05:00,20.0,5,0.023227384,1.636,0.012954535714285715,0.912,31.91,far
B-5501B,uni,2023-12-01 22:15:00,2023-12-01 22:35:00,20.0,5,0.007144978,0.503,0.004808528171428571,0.339,31.93,far
B-5501B,uni,2023-12-04 23:55:00,2023-12-05 00:45:00,50.0,11,0.019951446,1.405,0.009648944576923077,0.68,35.0,far
B-5501B,uni,2023-12-07 07:30:00,2023-12-07 08:30:00,60.0,13,0.025526235,1.798,0.012253243933333333,0.863,37.31,far
B-5501B,uni,2023-12-11 02:15:00,2023-12-11 03:00:00,45.0,10,0.021107227,1.487,0.00989993345,0.697,41.09,far
B-5501B,uni,2023-12-11 22:35:00,2023-12-11 23:35:00,60.0,13,0.02763542,1.946,0.010635806353333332,0.749,41.94,far
B-5501B,uni,2023-12-15 01:50:00,2023-12-15 02:10:00,20.0,5,0.031246655,2.201,0.016564739742857142,1.167,45.08,far
B-5501B,uni,2023-12-15 09:45:00,2023-12-15 09:45:00,0.0,1,0.026414583,1.86,0.019900195,1.402,45.41,far
B-5501B,uni,2023-12-15 09:55:00,2023-12-15 10:30:00,35.0,8,0.012241031,0.862,0.0077253139,0.544,45.41,far
B-5501B,uni,2023-12-16 09:55:00,2023-12-16 10:00:00,5.0,2,0.021432316,1.509,0.01905320725,1.342,45.59,far
B-5501B,uni,2023-12-16 10:10:00,2023-12-16 10:15:00,5.0,2,0.015558567,1.096,0.008632275325000001,0.608,45.58,far
B-5501B,uni,2023-12-16 10:25:00,2023-12-16 10:45:00,20.0,5,0.0071916482,0.506,0.004908341742857142,0.346,45.57,far
B-5501B,uni,2023-12-17 14:00:00,2023-12-17 14:50:00,50.0,11,0.03443077,2.425,0.012111972107692307,0.853,44.42,far
B-5501B,uni,2023-12-18 13:15:00,2023-12-18 14:00:00,45.0,10,0.02743344,1.932,0.009953934975,0.701,43.45,far
B-5501B,uni,2023-12-18 23:00:00,2023-12-18 23:50:00,50.0,11,0.026985412,1.901,0.010731160461538462,0.756,43.04,far
B-5501B,uni,2023-12-22 13:50:00,2023-12-22 14:45:00,55.0,12,0.022611594,1.592,0.010392993185714289,0.732,39.42,far
B-5501B,uni,2023-12-23 23:15:00,2023-12-24 00:00:00,45.0,10,0.017759243,1.251,0.009600912724999999,0.676,38.03,far
B-5501B,uni,2023-12-24 00:10:00,2023-12-24 00:10:00,0.0,1,0.007876158,0.555,0.006645633233333333,0.468,37.99,far
B-5501B,uni,2023-12-24 14:30:00,2023-12-24 15:25:00,55.0,12,0.020495588,1.443,0.010987639964285714,0.774,37.4,far
B-5501B,uni,2023-12-30 21:30:00,2023-12-30 22:00:00,30.0,7,0.025140004,1.771,0.014113898077777779,0.994,31.1,far
B-5501B,uni,2023-12-30 22:10:00,2023-12-30 22:25:00,15.0,4,0.009733816,0.686,0.007129652466666665,0.502,31.08,far
B-5501B,uni,2024-03-29 11:10:00,2024-03-29 11:35:00,25.0,6,0.024741217,1.742,0.01188092705,0.837,58.47,far
B-5501B,uni,2024-03-29 11:45:00,2024-03-29 12:00:00,15.0,4,0.0072769127,0.512,0.0059984377,0.422,58.49,far
B-6511502A,uni,2022-07-13 01:15:00,2022-07-13 06:35:00,320.0,65,0.010847674,1.267,0.0033183204552238808,0.387,305.95,far
B-6511502A,uni,2022-07-16 12:00:00,2022-07-16 16:45:00,285.0,58,0.011582585,1.352,0.004057673826666667,0.474,302.5,far
B-6511502A,uni,2022-08-20 06:15:00,2022-08-20 15:10:00,535.0,108,0.014105348,1.647,0.011200887654545457,1.308,267.74,far
