equip,mode,start,end,duration_min,n_points,peak_mae,peak_ratio,mean_mae,mean_ratio,dist_to_failure_days,category,trig_class,base_before,base_after,peak_dev,max_step_in_ep,typical_step,level_shift,frac_off_like,shutdown_after
B-8801C,uni,2024-05-12 15:14:00,2024-05-12 15:22:00,8.0,9,0.0028428913,1.287,0.001293435848421,0.585,53.37,far,transiente_curto,3.1547,3.3274,0.0203,0.7823,0.1016,0.1727,0.0,True
B-8802B,uni,2022-05-15 05:04:00,2022-05-15 07:29:00,145.0,146,0.023003498,2.047,0.0071231927448717,0.634,52.21,far,sustentado_sem_causa,0.7976,0.6858,0.7925,0.823,0.1321,0.1118,0.0,False
B-8802B,uni,2022-05-15 17:20:00,2022-05-15 22:59:00,339.0,340,0.026529642,2.361,0.0160498165208571,1.428,51.69,far,mudanca_regime,0.6858,2.3368,2.1234,1.3005,0.1321,1.651,0.0,False
B-8802B,uni,2022-05-15 23:21:00,2022-05-16 09:47:00,626.0,627,0.014859888,1.322,0.0106558303697017,0.948,51.44,far,sustentado_sem_causa,2.159,2.1793,0.7417,0.8128,0.1321,0.0203,0.0,False
B-8802B,uni,2022-05-16 11:29:00,2022-05-16 13:17:00,108.0,109,0.02395906,2.132,0.007826410787731,0.696,50.94,far,sustentado_sem_causa,2.2606,2.4943,2.225,2.1438,0.1321,0.2337,0.0,False
B-8802B,uni,2022-05-18 12:54:00,2022-05-18 14:43:00,109.0,110,0.03716002,3.307,0.0065518810841666,0.583,48.88,far,sustentado_sem_causa,2.3317,2.3825,0.315,3.7084,0.1321,0.0508,0.0,False
B-8802B,uni,2022-05-19 11:33:00,2022-05-19 12:31:00,58.0,59,0.025732517,2.29,0.0048523470826086,0.432,47.94,far,mudanca_regime,2.1996,0.6655,1.4326,3.1902,0.1321,1.5342,0.0,False
B-8802B,uni,2022-05-19 16:05:00,2022-05-19 17:04:00,59.0,60,0.019648869,1.748,0.0063407167942857,0.564,47.75,far,mudanca_regime,0.6655,2.3012,1.9812,2.8042,0.1321,1.6358,0.0,False
B-8802B,uni,2022-05-19 17:18:00,2022-05-19 19:10:00,112.0,113,0.02884629,2.567,0.00710667040813,0.632,47.7,far,sustentado_sem_causa,2.3216,2.3876,0.3353,3.6474,0.1321,0.066,0.0,False
B-8802B,uni,2022-05-23 01:18:00,2022-05-23 02:16:00,58.0,59,0.026012147,2.315,0.0020811540942028,0.185,44.36,far,precursor_parada,2.4181,0.3404,1.9761,3.7592,0.1321,2.0777,0.0,False
B-8802B,uni,2022-05-29 20:10:00,2022-05-29 21:07:00,57.0,58,0.012637974,1.125,0.0082383261558823,0.733,37.58,far,precursor_parada,2.3825,0.3099,2.1539,2.4079,0.1321,2.0726,0.0,False
B-8802B,uni,2022-05-30 14:34:00,2022-05-30 16:29:00,115.0,116,0.021770248,1.937,0.0078552347698412,0.699,36.81,far,mudanca_regime,-0.0152,2.5044,2.8042,3.0785,0.1321,2.5197,0.0,False
B-8802B,uni,2022-06-01 17:17:00,2022-06-01 19:10:00,113.0,114,0.03589714,3.194,0.0117925799306451,1.049,34.7,far,mudanca_regime,0.0457,2.2708,0.5182,4.1148,0.1321,2.225,0.0,False
B-8802B,uni,2022-06-01 19:45:00,2022-06-01 20:55:00,70.0,71,0.0153636355,1.367,0.0079435959345679,0.707,34.59,far,mudanca_regime,0.4216,2.4181,2.1742,1.6256,0.1321,1.9964,0.0,False
B-8802B,uni,2022-06-06 16:35:00,2022-06-06 17:13:00,38.0,39,0.011245029,1.001,0.0049818603448979,0.443,29.73,far,mudanca_regime,0.4318,2.606,2.4079,1.4732,0.1321,2.1742,0.0,False
B-8802B,uni,2022-06-08 11:12:00,2022-06-08 13:25:00,133.0,134,0.030435625,2.708,0.0086013122527777,0.765,27.95,far,mudanca_regime,0.32,2.1285,2.0726,2.987,0.1321,1.8085,0.0,False
B-8802B,uni,2022-06-10 23:50:00,2022-06-11 00:48:00,58.0,59,0.018348996,1.633,0.0079672061695652,0.709,25.42,far,sustentado_sem_causa,2.3724,2.352,0.2946,2.5908,0.1321,0.0203,0.0,False
B-8802B,uni,2022-06-15 17:20:00,2022-06-15 17:21:00,1.0,2,0.012816938,1.14,0.0079180565583333,0.705,20.69,far,transiente_curto,2.4232,2.3622,0.1727,2.3978,0.1321,0.061,0.0,False
B-8802B,uni,2022-06-16 19:45:00,2022-06-16 21:37:00,112.0,113,0.055509083,4.939,0.0182569060878048,1.625,19.59,far,sustentado_sem_causa,2.4841,2.1488,0.5182,8.6766,0.1321,0.3353,0.0,False
B-8802B,uni,2022-06-19 21:57:00,2022-06-19 23:25:00,88.0,89,0.023824839,2.12,0.0067103744717171,0.597,16.5,far,mudanca_regime,0.2591,2.5248,2.4384,2.9261,0.1321,2.2657,0.0,False
B-8802B,uni,2022-06-27 15:21:00,2022-06-27 16:57:00,96.0,97,0.022489645,2.001,0.0085465180336448,0.76,8.78,near_10d,mudanca_regime,-0.0152,2.6162,3.0582,1.8288,0.1321,2.6314,0.0,False
B-8802B,uni,2022-07-04 05:59:00,2022-07-04 07:50:00,111.0,112,0.029182594,2.597,0.0110722068770491,0.985,2.17,near_10d,mudanca_regime,2.7889,3.6424,2.225,1.3106,0.1321,0.8534,0.0,False
B-8802B,uni,2022-07-05 20:54:00,2022-07-06 00:09:00,195.0,196,0.011817431,1.052,0.0106999969805825,0.952,0.55,near_48h,sustentado_sem_causa,6.3297,6.538,0.5131,0.2845,0.1321,0.2083,0.0,False
B-8802B,uni,2022-07-06 00:24:00,2022-07-06 00:53:00,29.0,30,0.011471105,1.021,0.0107463272,0.956,0.4,near_48h,transiente_curto,6.4668,6.5684,0.315,0.2235,0.1321,0.1016,0.0,False
B-8802B,uni,2022-07-06 00:56:00,2022-07-06 12:12:00,676.0,677,0.061864797,5.505,0.0136544738338573,1.215,0.0,near_48h,precursor_parada,6.4618,0.4623,5.9995,6.5024,0.1321,5.9995,0.0,False
B-8802B,uni,2022-07-07 16:47:00,2022-07-07 17:06:00,19.0,20,0.012144433,1.081,0.0068350256633333,0.608,1.28,near_48h,mudanca_regime,0.0457,2.6365,2.6924,2.0726,0.1321,2.5908,0.0,False
B-8802B,uni,2022-07-13 14:55:00,2022-07-13 15:53:00,58.0,59,0.013270377,1.181,0.0090145061321739,0.802,7.2,near_10d,precursor_parada,2.5197,0.2896,2.2301,2.286,0.1321,2.2301,0.0,False
B-8802B,uni,2022-07-13 18:56:00,2022-07-13 19:57:00,61.0,62,0.022507196,2.003,0.0054088721999999,0.481,7.37,near_10d,mudanca_regime,0.4115,2.7381,2.6416,3.0277,0.1321,2.3266,0.0,False
B-8802B,uni,2022-07-18 15:22:00,2022-07-18 15:23:00,1.0,2,0.013880292,1.235,0.0056372950249999,0.502,12.22,far,mudanca_regime,0.1321,2.6822,2.5959,2.4892,0.1321,2.5502,0.0,False
B-90001A,uni,2020-12-16 18:02:00,2020-12-16 18:20:00,18.0,19,0.007074855,1.404,0.0039183006241379,0.778,254.25,far,mudanca_regime,1.1597,31.7316,29.5038,42.2453,0.2899,30.5719,0.0,False
B-90001A,uni,2020-12-16 18:22:00,2020-12-16 18:22:00,0.0,1,0.0031909773,0.633,0.0030910995727272,0.614,254.23,far,mudanca_regime,1.1597,31.7316,29.7937,42.2453,0.2899,30.5719,0.0,False
B-90001A,uni,2020-12-16 18:26:00,2020-12-16 18:59:00,33.0,34,0.008996607,1.786,0.0029172140561363,0.579,254.23,far,mudanca_regime,1.1597,31.8041,31.3959,42.2453,0.2899,30.6444,0.0,False
B-90001A,uni,2020-12-17 08:31:00,2020-12-17 08:37:00,6.0,7,0.0112999715,2.243,0.0058461149058823,1.16,253.65,far,mudanca_regime,0.969,30.6177,0.145,37.0571,0.2899,29.6487,0.0,False
B-90001A,uni,2020-12-17 08:39:00,2020-12-17 08:39:00,0.0,1,0.006958475,1.381,0.005519968290909,1.096,253.64,far,mudanca_regime,0.969,30.6902,0.1907,37.0571,0.2899,29.7212,0.0,False
B-90001A,uni,2020-12-17 08:42:00,2020-12-17 08:43:00,1.0,2,0.0075931293,1.507,0.0060159696833333,1.194,253.64,far,mudanca_regime,0.969,30.8618,26.162,37.0571,0.2899,29.8929,0.0,False
B-90001A,uni,2020-12-17 08:45:00,2020-12-17 10:16:00,91.0,92,0.0078094453,1.55,0.0030078088239215,0.597,253.64,far,mudanca_regime,0.969,31.9224,31.2433,37.0571,0.2899,30.9534,0.0,False
B-90001A,uni,2020-12-17 12:36:00,2020-12-17 12:54:00,18.0,19,0.009216794,1.829,0.0055447155448275,1.101,253.47,far,mudanca_regime,31.8308,33.2804,30.7703,13.9546,0.2899,1.4496,0.0,False
B-90001A,uni,2020-12-17 12:57:00,2020-12-17 13:04:00,7.0,8,0.007925061,1.573,0.0056998645333333,1.131,253.46,far,mudanca_regime,1.7167,33.4254,29.6716,23.1101,0.2899,31.7087,0.0,False
B-90001A,uni,2020-12-17 13:06:00,2020-12-17 14:28:00,82.0,83,0.014850789,2.948,0.0032526503969892,0.646,253.45,far,mudanca_regime,1.7167,33.9137,32.5327,23.1101,0.2899,32.197,0.0,False
B-90001A,uni,2020-12-18 02:00:00,2020-12-18 03:24:00,84.0,85,0.0067240507,1.335,0.0036255341563157,0.72,252.92,far,precursor_parada,26.8868,0.969,26.0704,20.2032,0.2899,25.9178,0.0,False
B-90001A,uni,2020-12-18 03:26:00,2020-12-18 03:27:00,1.0,2,0.010337876,2.052,0.0032885268575,0.653,252.86,far,transiente_curto,0.9156,0.969,0.0458,0.0992,0.2899,0.0534,0.0,False
B-90001A,uni,2020-12-18 03:29:00,2020-12-18 03:29:00,0.0,1,0.013220579,2.624,0.0056411625545454,1.12,252.85,far,transiente_curto,0.9156,0.969,40.6964,40.6964,0.2899,0.0534,0.0,False
B-90001A,uni,2020-12-18 04:22:00,2020-12-18 05:22:00,60.0,61,0.009424154,1.871,0.0018530129830985,0.368,252.82,far,sustentado_sem_causa,0.9156,1.0147,0.0992,40.6964,0.2899,0.0992,0.0,False
B-90001A,uni,2020-12-19 12:25:00,2020-12-19 13:24:00,59.0,60,0.008406719,1.669,0.0022225536257142,0.441,251.48,far,precursor_parada,41.9782,1.2055,40.8643,27.665,0.2899,40.7727,0.0,False
B-90001A,uni,2020-12-19 15:33:00,2020-12-19 15:37:00,4.0,5,0.0068814764,1.366,0.0023824367653333,0.473,251.35,far,mudanca_regime,1.2055,42.2452,41.6654,37.6446,0.2899,41.0398,0.0,False
B-90001A,uni,2020-12-29 11:23:00,2020-12-29 11:23:00,0.0,1,0.011883104,2.359,0.0076478208545454,1.518,241.53,far,glitch_sensor,0.969,35.0734,28.5348,42.5886,0.2899,34.1044,0.0,False
B-90001A,uni,2020-12-29 11:25:00,2020-12-29 13:06:00,101.0,102,0.009534194,1.892,0.0026727966719642,0.531,241.52,far,mudanca_regime,0.969,35.6532,35.2641,42.5886,0.2899,34.6843,0.0,False
B-90001A,uni,2020-12-31 02:12:00,2020-12-31 02:13:00,1.0,2,0.0069582877,1.381,0.0052228445333333,1.037,239.91,far,glitch_sensor,29.7441,31.1975,2.7123,28.634,0.2899,1.4534,0.0,False
B-90001A,uni,2020-12-31 02:15:00,2020-12-31 03:09:00,54.0,55,0.0069582877,1.381,0.0022737811836923,0.451,239.91,far,mudanca_regime,29.7441,31.5332,2.5216,28.634,0.2899,1.7891,0.0,False
B-90001A,uni,2020-12-31 14:08:00,2020-12-31 14:55:00,47.0,48,0.010729354,2.13,0.0047666588448275,0.946,239.41,far,precursor_parada,25.0214,0.9156,24.0524,26.4519,0.2899,24.1058,0.0,False
B-90001A,uni,2020-12-31 14:57:00,2020-12-31 16:02:00,65.0,66,0.010729354,2.13,0.0035968288192105,0.714,239.38,far,sustentado_sem_causa,1.0147,0.9156,20.5924,26.4519,0.2899,0.0992,0.0,False
B-90001A,uni,2020-12-31 16:04:00,2020-12-31 16:50:00,46.0,47,0.002924762,0.581,0.0008121352708771,0.161,239.33,far,sustentado_sem_causa,0.969,0.9156,0.0992,0.0992,0.2899,0.0534,0.0,False
B-90001A,uni,2020-12-31 18:21:00,2020-12-31 18:30:00,9.0,10,0.008158024,1.619,0.004803674345,0.953,239.24,far,transiente_curto,0.9156,0.969,0.0992,18.5553,0.2899,0.0534,0.0,True
B-90001A,uni,2020-12-31 18:32:00,2020-12-31 20:26:00,114.0,115,0.012009682,2.384,0.00321050242344,0.637,239.23,far,precursor_parada,0.9156,0.969,37.2555,36.6756,0.2899,0.0534,0.0,True
B-90001A,uni,2021-01-02 13:25:00,2021-01-02 13:57:00,32.0,33,0.0071754633,1.424,0.0021182801276744,0.42,237.44,far,mudanca_regime,0.969,34.0587,0.0916,26.5511,0.2899,33.0897,0.0,False
B-90001A,uni,2021-01-02 13:59:00,2021-01-02 13:59:00,0.0,1,0.0044038086,0.874,0.0020098871045454,0.399,237.42,far,mudanca_regime,1.0147,34.1044,0.3891,0.2441,0.2899,33.0897,0.0,False
B-90001A,uni,2021-01-02 14:01:00,2021-01-02 14:01:00,0.0,1,0.0044038086,0.874,0.0024396207045454,0.484,237.42,far,mudanca_regime,1.0147,34.1044,32.5099,32.1741,0.2899,33.0897,0.0,False
B-90001A,uni,2021-01-02 14:03:00,2021-01-02 14:23:00,20.0,21,0.0047860495,0.95,0.0028356765951612,0.563,237.41,far,mudanca_regime,1.0147,34.3219,34.1578,32.1741,0.2899,33.3071,0.0,False
B-90001A,uni,2021-01-05 11:54:00,2021-01-05 12:55:00,61.0,62,0.0063050482,1.252,0.0016634523595833,0.33,234.5,far,precursor_parada,37.1105,1.0147,36.1415,33.6238,0.2899,36.0958,0.0,False
B-90001A,uni,2021-01-06 11:06:00,2021-01-06 11:13:00,7.0,8,0.011373131,2.257,0.0030803736261111,0.611,233.54,far,transiente_curto,0.969,1.0605,0.145,14.4887,0.2899,0.0916,0.0,False
B-90001A,uni,2021-01-06 22:09:00,2021-01-06 22:34:00,25.0,26,0.010250014,2.035,0.0041420365583333,0.822,233.08,far,glitch_sensor,0.969,29.3779,0.0916,26.6961,0.2899,28.4089,0.0,False
B-90001A,uni,2021-01-06 22:36:00,2021-01-06 22:38:00,2.0,3,0.0069278786,1.375,0.004531896876923,0.9,233.06,far,glitch_sensor,0.969,29.5495,0.2365,26.6961,0.2899,28.5806,0.0,False
B-90001A,uni,2021-01-06 22:40:00,2021-01-06 22:41:00,1.0,2,0.0073039597,1.45,0.0053023030499999,1.052,233.06,far,glitch_sensor,0.969,29.622,23.835,26.6961,0.2899,28.6531,0.0,False
B-90001A,uni,2021-01-06 22:43:00,2021-01-06 22:43:00,0.0,1,0.0073039597,1.45,0.0060642320272727,1.204,233.05,far,glitch_sensor,0.969,29.9387,21.7978,26.6961,0.2899,28.9697,0.0,False
B-90001A,uni,2021-01-06 22:45:00,2021-01-07 00:01:00,76.0,77,0.008753058,1.737,0.0033708553090804,0.669,233.05,far,mudanca_regime,0.9919,31.0984,29.9615,26.6961,0.2899,30.1065,0.0,False
B-90001A,uni,2021-01-07 10:36:00,2021-01-07 10:37:00,1.0,2,0.0066258665,1.315,0.0039454390666666,0.783,232.56,far,glitch_sensor,31.56,29.1147,2.8344,29.6945,0.2899,2.4453,0.0,False
B-90001A,uni,2021-01-07 10:39:00,2021-01-07 10:45:00,6.0,7,0.0053250664,1.057,0.0026699672529411,0.53,232.56,far,mudanca_regime,30.7131,29.0918,2.7581,29.6945,0.2899,1.6213,0.0,False
B-90001A,uni,2021-01-07 10:47:00,2021-01-07 11:29:00,42.0,43,0.0041123955,0.816,0.0018663904118867,0.37,232.55,far,precursor_parada,28.7523,1.0147,3.8491,29.6945,0.2899,27.7375,0.0,False
B-90001A,uni,2021-01-07 12:03:00,2021-01-07 13:52:00,109.0,110,0.013152983,2.611,0.0033223202396666,0.659,232.5,far,precursor_parada,29.5,1.0147,28.531,45.053,0.2899,28.4852,0.0,True
B-90001A,uni,2021-01-08 15:59:00,2021-01-08 16:58:00,59.0,60,0.006566344,1.303,0.0027831219912857,0.552,231.33,far,precursor_parada,34.3486,0.9156,4.6007,26.841,0.2899,33.433,0.0,False
B-90001A,uni,2021-01-09 12:52:00,2021-01-09 13:17:00,25.0,26,0.013565167,2.693,0.0045615772194444,0.905,230.46,far,mudanca_regime,36.6718,1.0147,35.6571,24.7047,0.2899,35.6571,0.0,False
B-90001A,uni,2021-01-09 13:21:00,2021-01-09 13:21:00,0.0,1,0.013565167,2.693,0.0082280777545454,1.633,230.44,far,transiente_curto,1.1139,1.0147,41.0855,42.9701,0.2899,0.0992,0.0,False
B-90001A,uni,2021-01-09 13:23:00,2021-01-09 15:15:00,112.0,113,0.013565167,2.693,0.0039244139447154,0.779,230.44,far,sustentado_sem_causa,1.1139,1.0147,12.3524,42.9701,0.2899,0.0992,0.0,False
B-90001A,uni,2021-01-09 16:49:00,2021-01-09 17:03:00,14.0,15,0.009912985,1.968,0.006151146368,1.221,230.3,far,mudanca_regime,1.0147,31.7316,0.3891,38.4686,0.2899,30.7169,0.0,False
B-90001A,uni,2021-01-09 17:05:00,2021-01-09 17:05:00,0.0,1,0.008780253,1.743,0.0061839746090909,1.227,230.29,far,mudanca_regime,1.0147,31.7316,32.8989,38.4686,0.2899,30.7169,0.0,False
B-90001A,uni,2021-01-09 17:07:00,2021-01-09 17:10:00,3.0,4,0.008780253,1.743,0.0066513123857142,1.32,230.29,far,mudanca_regime,1.0147,31.7316,31.106,38.4686,0.2899,30.7169,0.0,False
B-90001A,uni,2021-01-09 17:12:00,2021-01-09 18:33:00,81.0,82,0.010713837,2.127,0.0035484202386956,0.704,230.28,far,mudanca_regime,1.0147,31.1251,32.6548,38.4686,0.2899,30.1103,0.0,False
B-90001A,uni,2021-01-09 18:35:00,2021-01-09 18:38:00,3.0,4,0.0006913692,0.137,0.0005398377049999,0.107,230.23,far,transiente_curto,31.7545,31.0984,0.6562,1.7396,0.2899,0.6562,0.0,False
B-90001A,uni,2021-01-10 21:22:00,2021-01-10 22:58:00,96.0,97,0.011155016,2.214,0.0027696620958878,0.55,229.11,far,mudanca_regime,29.9844,38.5373,8.6749,35.0734,0.2899,8.5528,0.0,False
B-90001A,uni,2021-01-11 19:42:00,2021-01-11 19:42:00,0.0,1,0.007446672,1.478,0.0054820191727272,1.088,228.18,far,mudanca_regime,34.0052,36.8206,1.4496,44.3281,0.2899,2.8153,0.0,False
B-90001A,uni,2021-01-11 19:44:00,2021-01-11 19:46:00,2.0,3,0.007446672,1.478,0.0055126426692307,1.094,228.18,far,glitch_sensor,33.9824,36.9656,0.412,44.3281,0.2899,2.9832,0.0,False
B-90001A,uni,2021-01-11 19:49:00,2021-01-11 19:50:00,1.0,2,0.0064002625,1.27,0.005495750075,1.091,228.17,far,glitch_sensor,33.9137,37.0571,0.5799,44.3281,0.2899,3.1434,0.0,False
B-90001A,uni,2021-01-11 19:52:00,2021-01-11 20:54:00,62.0,63,0.0064002625,1.27,0.0026862692675342,0.533,228.17,far,mudanca_regime,33.9137,37.347,3.8224,44.3281,0.2899,3.4333,0.0,False
B-90001A,uni,2021-01-12 03:00:00,2021-01-12 03:59:00,59.0,60,0.010677219,2.119,0.0037797499952857,0.75,227.88,far,mudanca_regime,38.995,34.5393,7.4084,24.1783,0.2899,4.4557,0.0,False
B-90001A,uni,2021-01-17 12:40:00,2021-01-17 13:20:00,40.0,41,0.015193208,3.016,0.0063755999882352,1.266,222.47,far,sustentado_sem_causa,0.9156,0.9156,0.0534,39.2926,0.2899,0.0,0.0,False
B-90001A,uni,2021-01-17 13:23:00,2021-01-17 15:13:00,110.0,111,0.015869128,3.15,0.0047311454088429,0.939,222.44,far,mudanca_regime,0.9156,35.1726,11.5284,41.9019,0.2899,34.257,0.0,False
B-90001A,uni,2021-01-17 15:15:00,2021-01-17 15:15:00,0.0,1,0.0032687455,0.649,0.0013109637918181,0.26,222.36,far,mudanca_regime,0.9156,35.1726,0.0,0.0992,0.2899,34.257,0.0,False
B-90001A,uni,2021-01-18 16:39:00,2021-01-18 16:40:00,1.0,2,0.010906165,2.165,0.007195592025,1.428,221.31,far,glitch_sensor,0.969,30.0111,32.7998,39.1018,0.2899,29.0422,0.0,False
B-90001A,uni,2021-01-18 16:42:00,2021-01-18 17:58:00,76.0,77,0.010949724,2.173,0.004164150665977,0.827,221.3,far,sustentado_sem_causa,0.969,0.9156,33.8145,39.1018,0.2899,0.0534,0.0,False
B-90001A,uni,2021-01-18 18:06:00,2021-01-18 18:24:00,18.0,19,0.0031496997,0.625,0.0019352501862068,0.384,221.25,far,mudanca_regime,31.7812,0.9156,30.9114,14.2903,0.2899,30.8657,0.0,False
B-90001A,uni,2021-01-19 12:27:00,2021-01-19 12:32:00,5.0,6,0.009425607,1.871,0.006323519875,1.255,220.48,far,transiente_curto,34.7377,34.566,2.9603,40.8414,0.2899,0.1717,0.0,False
B-90001A,uni,2021-01-19 12:34:00,2021-01-19 12:34:00,0.0,1,0.0077283797,1.534,0.0051621714727272,1.025,220.48,far,transiente_curto,33.8374,34.6156,2.1516,40.8414,0.2899,0.7782,0.0,False
B-90001A,uni,2021-01-19 12:36:00,2021-01-19 13:29:00,53.0,54,0.0068359054,1.357,0.00303836423,0.603,220.47,far,mudanca_regime,32.5022,35.2641,2.5254,40.8414,0.2899,2.7619,0.0,False
B-90001A,uni,2021-01-20 23:20:00,2021-01-21 00:15:00,55.0,56,0.0058556045,1.162,0.0023589724836363,0.468,219.03,far,precursor_parada,27.0775,0.9156,4.8448,24.659,0.2899,26.162,0.0,False
B-90001A,uni,2021-01-21 09:43:00,2021-01-21 11:33:00,110.0,111,0.011691502,2.321,0.004003784638595,0.795,218.6,far,mudanca_regime,0.9156,31.9491,31.4417,22.8202,0.2899,31.0335,0.0,False
B-90001A,uni,2021-01-24 17:09:00,2021-01-24 17:11:00,2.0,3,0.006571242,1.304,0.0043216830076923,0.858,215.29,far,mudanca_regime,0.9156,35.9432,30.1828,47.8683,0.2899,35.0276,0.0,False
B-90001A,uni,2021-01-24 17:55:00,2021-01-24 18:05:00,10.0,11,0.005654527,1.122,0.0028296078790476,0.562,215.25,far,mudanca_regime,0.9156,35.6075,35.6151,47.8683,0.2899,34.6919,0.0,False
B-90001A,uni,2021-01-26 12:50:00,2021-01-26 13:08:00,18.0,19,0.010593565,2.103,0.0035147806344827,0.698,213.47,far,glitch_sensor,33.7191,36.0881,1.545,32.5633,0.2899,2.369,0.0,False
B-90001A,uni,2021-01-26 13:10:00,2021-01-26 13:44:00,34.0,35,0.004970045,0.987,0.0021922422562222,0.435,213.45,far,mudanca_regime,33.3796,36.1873,3.151,32.5633,0.2899,2.8077,0.0,False
B-90001A,uni,2021-01-29 15:49:00,2021-01-29 15:51:00,2.0,3,0.00712102,1.413,0.0052073129846153,1.034,210.34,far,glitch_sensor,40.0632,40.2615,3.6317,37.3089,0.2899,0.1984,0.0,False
B-90001A,uni,2021-01-29 15:53:00,2021-01-29 15:57:00,4.0,5,0.0051742312,1.027,0.0049090615133333,0.974,210.34,far,glitch_sensor,40.0632,40.2844,4.5015,37.3089,0.2899,0.2213,0.0,False
B-90001A,uni,2021-01-29 15:59:00,2021-01-29 17:14:00,75.0,76,0.008562652,1.7,0.0026522939798837,0.526,210.33,far,sustentado_sem_causa,40.0632,39.3384,2.5635,37.3089,0.2899,0.7248,0.0,False
B-90001A,uni,2021-02-09 20:38:00,2021-02-09 22:18:00,100.0,101,0.009025943,1.792,0.0029515726545945,0.586,199.14,far,mudanca_regime,36.8893,34.9742,4.2344,34.9284,0.2899,1.915,0.0,False
B-90001A,uni,2021-02-10 03:01:00,2021-02-10 04:03:00,62.0,63,0.008468329,1.681,0.0032688264172602,0.649,198.87,far,mudanca_regime,34.6118,28.1228,8.9839,42.5886,0.2899,6.489,0.0,False
B-90001A,uni,2021-02-14 15:18:00,2021-02-14 15:18:00,0.0,1,0.0069385394,1.377,0.0053062485363636,1.053,194.36,far,mudanca_regime,39.7008,38.2244,0.4616,36.2865,0.2899,1.4763,0.0,False
B-90001A,uni,2021-02-14 15:20:00,2021-02-14 16:21:00,61.0,62,0.0069385394,1.377,0.0020889521212499,0.415,194.36,far,mudanca_regime,39.6741,38.0795,2.8077,36.2865,0.2899,1.5946,0.0,False
B-90001A,uni,2021-02-18 12:58:00,2021-02-18 13:28:00,30.0,31,0.011172336,2.218,0.0042904494487804,0.852,190.46,far,sustentado_sem_causa,36.7214,36.0653,35.8058,33.4254,0.2899,0.6561,0.0,False
B-90001A,uni,2021-02-18 13:30:00,2021-02-18 13:31:00,1.0,2,0.0066511948,1.32,0.0041873333083333,0.831,190.44,far,mudanca_regime,0.9156,36.0653,0.2441,33.4254,0.2899,35.1497,0.0,False
B-90001A,uni,2021-02-18 13:33:00,2021-02-18 13:33:00,0.0,1,0.0066511948,1.32,0.0048025754454545,0.953,190.44,far,mudanca_regime,0.9156,36.0653,31.93,33.4254,0.2899,35.1497,0.0,False
B-90001A,uni,2021-02-18 13:35:00,2021-02-18 13:37:00,2.0,3,0.0066511948,1.32,0.0054054965230769,1.073,190.43,far,mudanca_regime,0.9156,36.0653,31.0068,33.4254,0.2899,35.1497,0.0,False
B-90001A,uni,2021-02-18 13:39:00,2021-02-18 14:44:00,65.0,66,0.01003328,1.992,0.0028657310555263,0.569,190.43,far,mudanca_regime,0.9156,35.4625,36.5307,33.4254,0.2899,34.547,0.0,False
B-90001A,uni,2021-02-19 21:05:00,2021-02-19 22:08:00,63.0,64,0.010345806,2.054,0.004508568019054,0.895,189.12,far,mudanca_regime,0.9156,27.6116,0.0458,33.578,0.2899,26.6961,0.0,False
B-90001A,uni,2021-02-19 22:12:00,2021-02-19 22:23:00,11.0,12,0.003064859,0.608,0.0008061905768181,0.16,189.07,far,mudanca_regime,0.9156,27.9778,0.0458,0.0458,0.2899,27.0623,0.0,False
B-90001A,uni,2021-02-19 22:25:00,2021-02-19 22:26:00,1.0,2,0.0032124913,0.638,0.0015025926191666,0.298,189.07,far,mudanca_regime,0.9156,28.0465,0.0,0.0458,0.2899,27.131,0.0,False
B-90001A,uni,2021-02-19 22:30:00,2021-02-19 22:30:00,0.0,1,0.0032124913,0.638,0.0023222314272727,0.461,189.06,far,mudanca_regime,0.9156,28.0999,23.2093,23.1101,0.2899,27.1844,0.0,False
B-90001A,uni,2021-02-19 22:32:00,2021-02-19 22:36:00,4.0,5,0.0032124913,0.638,0.0024276286866666,0.482,189.06,far,mudanca_regime,0.9156,28.1457,23.4993,23.1101,0.2899,27.2301,0.0,False
B-90001A,uni,2021-02-19 22:38:00,2021-02-19 22:49:00,11.0,12,0.002860257,0.568,0.0021291073045454,0.423,189.06,far,mudanca_regime,0.9156,28.3364,25.2464,23.1101,0.2899,27.4209,0.0,False
B-90001A,uni,2021-02-19 22:51:00,2021-02-19 22:52:00,1.0,2,0.0021633804,0.429,0.0020397934083333,0.405,189.05,far,glitch_sensor,0.9156,28.3898,25.3914,23.1101,0.2899,27.4743,0.0,False
B-90001A,uni,2021-02-22 06:35:00,2021-02-22 07:31:00,56.0,57,0.0068796617,1.366,0.0020367200058208,0.404,186.73,far,mudanca_regime,27.1043,33.1355,5.1614,28.8247,0.2899,6.0312,0.0,False
B-90001A,uni,2021-02-25 01:52:00,2021-02-25 01:56:00,4.0,5,0.009790384,1.943,0.005998817,1.191,183.92,far,mudanca_regime,30.7169,33.063,2.5254,45.3963,0.2899,2.3461,0.0,False
B-90001A,uni,2021-02-25 02:00:00,2021-02-25 02:09:00,9.0,10,0.0055384487,1.099,0.004881143685,0.969,183.92,far,glitch_sensor,30.6406,33.4025,3.029,45.3963,0.2899,2.7619,0.0,False
