arm,par,tr_det,tr_n,tr_fp,tr_h,tr_lead,tr_quais,te_det,te_n,te_fp,te_h,te_lead,te_quais,tot_det,tot_n,tot_fp,tot_h,tot_lead,tot_quais
ambos,200/0.2,5,6,4.601113511489082,78.53900715698319,21.053333333333335,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,5.288273578179978,137.3943840121427,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.905327085438519,104.59495162632767,19.695833333333333,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,200/0.25,5,6,4.201016684403075,79.88599980817276,21.06,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,5.036451026838074,138.6199204286733,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.570872965976801,105.88817422157967,19.700000000000003,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,200/0.3,5,6,4.301040891174576,79.96935331381567,21.06,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,4.910539751167122,139.11936848883474,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.570872965976801,106.15573751714903,19.700000000000003,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,200/0.39,5,6,4.100992477631573,79.50257368221534,21.07333333333333,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,4.784628475496171,139.6062254214291,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.403645906245943,106.11114363455415,19.708333333333336,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,200/0.5,5,6,4.100992477631573,79.6559441325983,21.07333333333333,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,4.658717199825219,140.07629418393398,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.347903553002324,106.40472002830387,19.708333333333336,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,200/0.7,5,6,4.100992477631573,79.84932426568987,21.07333333333333,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,4.658717199825219,140.14764390681418,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.347903553002324,106.54407591141292,19.708333333333336,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,200/1.0,5,6,4.100992477631573,79.89600222884991,21.07333333333333,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,4.658717199825219,140.31552560770876,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.347903553002324,106.64441214725143,19.708333333333336,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,200/1.5,5,6,4.100992477631573,79.91934121042993,21.07333333333333,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,4.658717199825219,140.34490490536533,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.347903553002324,106.6704252454318,19.708333333333336,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,300/0.15,5,6,5.101234545346591,75.95171434182701,20.48,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,6.7992088862314,131.14918473886348,17.3,"2025-11-04,2025-12-09,2026-02-26",8,9,5.8529470905800505,100.38826203487586,19.2875,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,300/0.2,5,6,4.601113511489082,78.53900715698319,21.053333333333335,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,5.288273578179978,137.3943840121427,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.905327085438519,104.59495162632767,19.695833333333333,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,300/0.25,5,6,4.201016684403075,79.88599980817276,21.06,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,5.036451026838074,138.6199204286733,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.570872965976801,105.88817422157967,19.700000000000003,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,300/0.3,5,6,4.301040891174576,79.96935331381567,21.06,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,4.910539751167122,139.11936848883474,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.570872965976801,106.15573751714903,19.700000000000003,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,300/0.39,5,6,4.100992477631573,79.50257368221534,21.07333333333333,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,4.784628475496171,139.6062254214291,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.403645906245943,106.11114363455415,19.708333333333336,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,300/0.5,5,6,4.100992477631573,79.6559441325983,21.07333333333333,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,4.658717199825219,140.07629418393398,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.347903553002324,106.40472002830387,19.708333333333336,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,300/0.7,5,6,4.100992477631573,79.84932426568987,21.07333333333333,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,4.658717199825219,140.14764390681418,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.347903553002324,106.54407591141292,19.708333333333336,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,300/1.0,5,6,4.100992477631573,79.89600222884991,21.07333333333333,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,4.658717199825219,140.31552560770876,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.347903553002324,106.64441214725143,19.708333333333336,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,300/1.5,5,6,4.100992477631573,79.91934121042993,21.07333333333333,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,4.658717199825219,140.34490490536533,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.347903553002324,106.6704252454318,19.708333333333336,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,500/0.15,5,6,5.101234545346591,75.95171434182701,20.48,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,6.7992088862314,131.14918473886348,17.3,"2025-11-04,2025-12-09,2026-02-26",8,9,5.8529470905800505,100.38826203487586,19.2875,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,500/0.2,5,6,4.601113511489082,78.53900715698319,21.053333333333335,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,5.288273578179978,137.3943840121427,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.905327085438519,104.59495162632767,19.695833333333333,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,500/0.25,5,6,4.201016684403075,79.88599980817276,21.06,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,5.036451026838074,138.6199204286733,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.570872965976801,105.88817422157967,19.700000000000003,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,500/0.3,5,6,4.301040891174576,79.96935331381567,21.06,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,4.910539751167122,139.11936848883474,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.570872965976801,106.15573751714903,19.700000000000003,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,500/0.39,5,6,4.100992477631573,79.50257368221534,21.07333333333333,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,4.784628475496171,139.6062254214291,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.403645906245943,106.11114363455415,19.708333333333336,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,500/0.5,5,6,4.100992477631573,79.6559441325983,21.07333333333333,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,4.658717199825219,140.07629418393398,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.347903553002324,106.40472002830387,19.708333333333336,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,500/0.7,5,6,4.100992477631573,79.84932426568987,21.07333333333333,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,4.658717199825219,140.14764390681418,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.347903553002324,106.54407591141292,19.708333333333336,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,500/1.0,5,6,4.100992477631573,79.89600222884991,21.07333333333333,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,4.658717199825219,140.31552560770876,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.347903553002324,106.64441214725143,19.708333333333336,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
ambos,500/1.5,5,6,4.100992477631573,79.91934121042993,21.07333333333333,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,4.658717199825219,140.34490490536533,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.347903553002324,106.6704252454318,19.708333333333336,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
k_ref,1.7,5,6,4.100992477631573,79.95268261268708,21.07333333333333,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29",3,3,4.658717199825219,140.44143688337974,17.433333333333334,"2025-11-04,2025-12-09,2026-02-26",8,9,4.347903553002324,106.73174183399978,19.708333333333336,"2025-02-27,2025-03-17,2025-04-07,2025-04-11,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
k_ref,1.9,4,6,3.900944064088569,73.78785733533684,13.658333333333333,"2025-02-27,2025-03-17,2025-04-07,2025-04-29",3,3,4.280983372812363,131.76195294712872,17.033333333333335,"2025-11-04,2025-12-09,2026-02-26",7,9,4.069191786784226,99.45364857882454,15.104761904761906,"2025-02-27,2025-03-17,2025-04-07,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
k_ref,2.1,4,6,3.8009198573170675,63.19862797846051,13.35,"2025-02-27,2025-03-17,2025-04-07,2025-04-29",3,3,4.280983372812363,126.87659545109587,16.133333333333333,"2025-11-04,2025-12-09,2026-02-26",7,9,4.013449433540607,91.38958814291418,14.542857142857144,"2025-02-27,2025-03-17,2025-04-07,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
k_ref,2.3,3,6,3.0007262031450535,56.34696981461267,16.53333333333333,"2025-02-27,2025-03-17,2025-04-29",3,3,4.02916082147046,116.26647195455698,13.62222222222222,"2025-11-04,2025-12-09,2026-02-26",6,9,3.456025901104411,82.87401464573064,15.077777777777776,"2025-02-27,2025-03-17,2025-04-29,2025-11-04,2025-12-09,2026-02-26"
k_ref,2.6,3,6,2.80067778960205,46.981369920574394,16.477777777777778,"2025-02-27,2025-03-17,2025-04-29",1,3,3.9032495457995076,103.52844789917899,8.833333333333334,2025-11-04,4,9,3.2887988413735525,72.01540423387351,14.566666666666666,"2025-02-27,2025-03-17,2025-04-29,2025-11-04"
k_ref,3.0,2,6,2.700653582830548,38.71937044124835,24.65,"2025-02-27,2025-03-17",1,3,3.2736931674447485,93.0946001885794,8.833333333333334,2025-11-04,3,9,2.954344721911835,62.79190285049594,19.377777777777776,"2025-02-27,2025-03-17,2025-11-04"
k_ref,3.5,1,6,2.200532548973039,30.283995670185018,1.3,2025-02-27,1,3,2.895959340431893,89.16616838764571,8.833333333333334,2025-11-04,2,9,2.5084058959628788,56.35180297241642,5.066666666666667,"2025-02-27,2025-11-04"
k_ref,4.0,1,6,1.800435721887032,22.865533667965305,1.3,2025-02-27,1,3,2.895959340431893,84.68792401628222,8.833333333333334,2025-11-04,2,9,2.2854364829884006,50.235008743149926,5.066666666666667,"2025-02-27,2025-11-04"
k_ref,5.0,1,6,1.6003873083440283,7.515152068765502,1.1,2025-02-27,1,3,3.1477818917737963,69.54919163811142,8.833333333333334,2025-11-04,2,9,2.2854364829884006,34.978326660371245,4.966666666666667,"2025-02-27,2025-11-04"
