evento,k_tx,det8,h_mes,detectado,lead
2024-01-16 09:10:00+00:00,4.0,8,109.42781365254952,True,32.166666666666664
2025-02-27 08:38:00+00:00,4.0,8,108.05840984119791,True,1.5333333333333334
2025-03-17 18:16:00+00:00,4.0,8,112.9730273188437,True,48.0
2025-04-07 21:18:00+00:00,4.0,8,108.22563690092878,True,5.033333333333333
2025-04-11 17:02:00+00:00,4.0,8,108.12901682197317,True,2.8
2025-04-29 03:04:00+00:00,4.0,8,108.41330282351564,True,48.0
2025-11-04 06:22:00+00:00,4.0,8,108.08442293937827,True,8.833333333333334
2025-12-09 08:36:00+00:00,4.0,8,108.79049274713078,True,23.566666666666666
2026-02-26 15:34:00+00:00,4.0,8,108.3296892936502,True,19.9
